SY,District,"Org Code","In-District FTE Average Membership","Out-of-District FTE Average Membership","Total FTE Average Membership"
2008,LAKEVILLE,01460000,786.7,14.7,801.4
2008,LANESBOROUGH,01480000,294.4,38.3,332.7
2008,LAWRENCE,01490000,12148.1,1241,13389.1
2008,LEE,01500000,899.6,80.9,980.5
2008,LEICESTER,01510000,1907.8,109.3,2017.1
2008,LENOX,01520000,809.9,44.3,854.2
2008,LEOMINSTER,01530000,6222.5,373.5,6596
2008,LEVERETT,01540000,159.1,2,161.1
2008,LEXINGTON,01550000,6258.7,70.8,6329.5
2008,LINCOLN,01570000,1226.7,6.6,1233.3
2008,"LINCOLN SUDBURY",06950000,1593.7,29.7,1623.4
2008,LITTLETON,01580000,1606.3,147.2,1753.5
2008,LONGMEADOW,01590000,3173.5,54.1,3227.6
2008,LOWELL,01600000,13527.3,1158.1,14685.4
2008,LUDLOW,01610000,3075.6,90,3165.6
2008,LUNENBURG,01620000,1831.8,93.4,1925.2
2008,LYNN,01630000,13376.5,688.3,14064.8
2008,LYNNFIELD,01640000,2317,31.8,2348.8
2008,MALDEN,01650000,6431.6,624.8,7056.4
2008,"MANCHESTER ESSEX",06980000,1365.2,43.2,1408.4
2008,MANSFIELD,01670000,4904.9,165.4,5070.3
2008,MARBLEHEAD,01680000,3248.6,105.2,3353.8
2008,MARION,01690000,437.4,3.3,440.7
2008,MARLBOROUGH,01700000,4582,354.4,4936.4
2008,MARSHFIELD,01710000,4721.8,94.7,4816.5
2008,"MARTHAS VINEYARD",07000000,748.9,41.9,790.8
2008,MASCONOMET,07050000,2097.4,41.8,2139.2
2008,MASHPEE,01720000,1901,69.8,1970.8
2008,MATTAPOISETT,01730000,499.3,5,504.3
2008,MAYNARD,01740000,1337.7,79.1,1416.8
2008,MEDFIELD,01750000,3020.5,40.2,3060.7
2008,MEDFORD,01760000,4807.5,417.9,5225.4
2008,MEDWAY,01770000,2768.5,70.3,2838.8
2008,MELROSE,01780000,3574,286,3860
2008,"MENDON UPTON",07100000,2856.4,84.2,2940.6
2008,METHUEN,01810000,7449.7,173.2,7622.9
2008,MIDDLEBOROUGH,01820000,3503.9,101,3604.9
2008,MIDDLETON,01840000,875.5,12.2,887.7
2008,MILFORD,01850000,4115.7,211.2,4326.9
2008,MILLBURY,01860000,1925.9,49.9,1975.8
2008,MILLIS,01870000,1325.1,68.1,1393.2
2008,MILTON,01890000,3788.8,71.3,3860.1
2008,MINUTEMAN,08300000,671.7,3.7,675.4
2008,"MOHAWK TRAIL",07170000,1083.6,127.6,1211.2
2008,MONSON,01910000,1522.7,22,1544.7
2008,MONTACHUSETT,08320000,1276,30,1306
2008,"MOUNT GREYLOCK",07150000,621,32.9,653.9
2008,NAHANT,01960000,241,182,423
2008,NANTUCKET,01970000,1282.7,3.9,1286.6
2008,NARRAGANSETT,07200000,1691.9,119.8,1811.7
2008,NASHOBA,07250000,3278,129.7,3407.7
2008,"NASHOBA VALLEY",08520000,620.5,3.3,623.8
2008,NATICK,01980000,4631.5,182.2,4813.7
2008,NAUSET,06600000,1527.8,170.8,1698.6
2008,NEEDHAM,01990000,5042.9,72.5,5115.4
2008,"NEW BEDFORD",02010000,12814.8,508.5,13323.3
2008,"NEW SALEM WENDELL",07280000,142.9,13,155.9
2008,NEWBURYPORT,02040000,2303.2,235.1,2538.3
2008,NEWTON,02070000,11629.4,153.1,11782.5
2008,NORFOLK,02080000,1090.4,27,1117.4
2008,"NORFOLK COUNTY",09150000,446.3,0,446.3
2008,"NORTH ADAMS",02090000,1648.3,199.3,1847.6
2008,"NORTH ANDOVER",02110000,4557.8,92,4649.8
2008,"NORTH ATTLEBOROUGH",02120000,4753.2,159,4912.2
2008,"NORTH BROOKFIELD",02150000,693.7,130.6,824.3
2008,"NORTH MIDDLESEX",07350000,4385.7,197.4,4583.1
2008,"NORTH READING",02170000,2815.3,54.4,2869.7
2008,"NORTH SHORE",08540000,436.3,5.2,441.5
2008,NORTHAMPTON,02100000,2808.2,239.9,3048.1
2008,"NORTHAMPTON SMITH",04060000,448.5,0,448.5
2008,"NORTHBORO SOUTHBORO",07300000,1391.3,26.3,1417.6
2008,NORTHBOROUGH,02130000,1853.8,51.4,1905.2
2008,NORTHBRIDGE,02140000,2491.5,132.8,2624.3
2008,"NORTHEAST METROPOLITAN",08530000,1231.4,0,1231.4
2008,"NORTHERN BERKSHIRE",08510000,494.7,3,497.7
2008,NORTON,02180000,2998.4,240.6,3239
2008,NORWELL,02190000,2303.1,30.1,2333.2
2008,NORWOOD,02200000,3490.9,85.6,3576.5
2008,"OAK BLUFFS",02210000,416.8,64.7,481.5
2008,"OLD COLONY",08550000,556.5,0,556.5
2008,"OLD ROCHESTER",07400000,1186.6,13.5,1200.1
2008,ORANGE,02230000,806.1,21.9,828
2008,ORLEANS,02240000,196.8,4,200.8
2008,OXFORD,02260000,2052.9,105.9,2158.8
2008,PALMER,02270000,1867.5,76.6,1944.1
2008,PATHFINDER,08600000,651.5,4,655.5
2008,PEABODY,02290000,6285.7,206.3,6492
2008,PELHAM,02300000,117,1.4,118.4
2008,PEMBROKE,02310000,3428.5,89.7,3518.2
2008,PENTUCKET,07450000,3350.5,118.5,3469
2008,PETERSHAM,02340000,116.7,13,129.7
2008,PIONEER,07500000,1039.3,58.6,1097.9
2008,PITTSFIELD,02360000,6325.6,373.1,6698.7
2008,PLAINVILLE,02380000,798.9,19.7,818.6
2008,PLYMOUTH,02390000,8293.5,430.3,8723.8
2008,PLYMPTON,02400000,229.7,7.4,237.1
2008,PROVINCETOWN,02420000,195.8,41.5,237.3
2008,QUABBIN,07530000,3180.3,131.9,3312.2
2008,QUABOAG,07780000,1444.1,125.8,1569.9
2008,QUINCY,02430000,8881,153.4,9034.4
2008,"RALPH C MAHAR",07550000,746.9,157.9,904.8
2008,RANDOLPH,02440000,3121.4,300.4,3421.8
2008,READING,02460000,4392.6,84.2,4476.8
2008,REVERE,02480000,5895.3,217.4,6112.7
2008,RICHMOND,02490000,186.9,87.4,274.3
2008,ROCHESTER,02500000,591.5,10.4,601.9
2008,ROCKLAND,02510000,2478.9,104.2,2583.1
2008,ROCKPORT,02520000,1049.1,60.3,1109.4
2008,ROWE,02530000,59.7,19.8,79.5
2008,SALEM,02580000,4388,412.7,4800.7
2008,SANDWICH,02610000,3633.7,124.3,3758
2008,SAUGUS,02620000,2983.7,137.7,3121.4
2008,SAVOY,02630000,54.9,60.5,115.4
2008,SCITUATE,02640000,3228.5,57.2,3285.7
2008,SEEKONK,02650000,2156.5,42.3,2198.8
2008,SHARON,02660000,3411,72.4,3483.4
2008,"SHAWSHEEN VALLEY",08710000,1245.1,7.2,1252.3
2008,SHERBORN,02690000,488.4,14.8,503.2
2008,SHIRLEY,02700000,633.3,382.5,1015.8
2008,SHREWSBURY,02710000,5869.5,266,6135.5
2008,SHUTESBURY,02720000,166.8,8,174.8
2008,"SILVER LAKE",07600000,1879.8,29.6,1909.4
2008,SOMERSET,02730000,2809.1,38.4,2847.5
2008,SOMERVILLE,02740000,4906.7,406.5,5313.2
2008,"SOUTH HADLEY",02780000,2274.4,129.5,2403.9
2008,"SOUTH MIDDLESEX",08290000,631.5,0,631.5
2008,"SOUTH SHORE",08730000,578.3,0,578.3
2008,SOUTHAMPTON,02750000,563.1,46.6,609.7
2008,SOUTHBOROUGH,02760000,1614.2,38.5,1652.7
2008,SOUTHBRIDGE,02770000,2128.6,187.6,2316.2
2008,SOUTHEASTERN,08720000,1285.2,2,1287.2
2008,"SOUTHERN BERKSHIRE",07650000,882.4,165.6,1048
2008,"SOUTHERN WORCESTER",08760000,1129.6,19.6,1149.2
2008,"SOUTHWICK TOLLAND",07660000,1817,71.1,1888.1
2008,"SPENCER EAST BROOKFIELD",07670000,2108.6,124.2,2232.8
2008,SPRINGFIELD,02810000,25314.7,3593.3,28908
2008,STONEHAM,02840000,2743.9,114.7,2858.6
2008,STOUGHTON,02850000,3917.5,82.9,4000.4
2008,STURBRIDGE,02870000,856.1,13.6,869.7
2008,SUDBURY,02880000,3263.3,47.8,3311.1
2008,SUNDERLAND,02890000,213.8,24.6,238.4
2008,SUTTON,02900000,1693.5,41,1734.5
2008,SWAMPSCOTT,02910000,2383.5,76.4,2459.9
2008,SWANSEA,02920000,2095.3,22.2,2117.5
2008,TANTASQUA,07700000,1838.4,66.9,1905.3
2008,TAUNTON,02930000,7975.8,248.4,8224.2
2008,TEWKSBURY,02950000,4573,105.4,4678.4
2008,TISBURY,02960000,307,78,385
2008,TOPSFIELD,02980000,697.4,12,709.4
2008,"TRI COUNTY",08780000,928.3,0,928.3
2008,TRITON,07730000,3217.1,375.3,3592.4
2008,TRURO,03000000,136.2,104.6,240.8
2008,TYNGSBOROUGH,03010000,2159,47.7,2206.7
2008,UPISLAND,07740000,331.7,59.7,391.4
2008,"UPPER CAPE COD",08790000,660.8,0,660.8
2008,UXBRIDGE,03040000,2011.7,260.1,2271.8
2008,WACHUSETT,07750000,7282.6,273.6,7556.2
2008,WAKEFIELD,03050000,3460,104.7,3564.7
2008,WALES,03060000,159.7,2.6,162.3
2008,WALPOLE,03070000,3915.4,84,3999.4
2008,WALTHAM,03080000,4790.9,112.5,4903.4
2008,WARE,03090000,1161.5,198.4,1359.9
2008,WAREHAM,03100000,3299.8,70.6,3370.4
2008,WATERTOWN,03140000,2494.4,139.6,2634
2008,WAYLAND,03150000,2811.9,38.7,2850.6
2008,WEBSTER,03160000,1902.8,127.2,2030
2008,WELLESLEY,03170000,4764.4,83.9,4848.3
2008,WELLFLEET,03180000,142,9.4,151.4
2008,"WEST BOYLSTON",03220000,1083.1,75.3,1158.4
2008,"WEST BRIDGEWATER",03230000,1266.1,27.8,1293.9
2008,"WEST SPRINGFIELD",03320000,3933.5,101.6,4035.1
2008,WESTBOROUGH,03210000,3545.7,45.3,3591
2008,WESTFIELD,03250000,6277.9,128.5,6406.4
2008,WESTFORD,03260000,5281.4,47.2,5328.6
2008,WESTHAMPTON,03270000,140.3,17,157.3
2008,WESTON,03300000,2419.1,18.7,2437.8
2008,WESTPORT,03310000,1925.4,35.6,1961
2008,WESTWOOD,03350000,3009.4,39.7,3049.1
2008,WEYMOUTH,03360000,6739.4,177.6,6917
2008,WHATELY,03370000,126.4,17.7,144.1
2008,"WHITMAN HANSON",07800000,4432.2,68.6,4500.8
2008,WHITTIER,08850000,1057,5.1,1062.1
2008,WILLIAMSBURG,03400000,163.8,35,198.8
2008,WILLIAMSTOWN,03410000,442.5,4.5,447
2008,WILMINGTON,03420000,3879.9,57.8,3937.7
2008,WINCHENDON,03430000,1624.6,176.9,1801.5
2008,WINCHESTER,03440000,4014,49.8,4063.8
2008,WINTHROP,03460000,1967.9,31.6,1999.5
2008,WOBURN,03470000,4771.2,69.3,4840.5
2008,WORCESTER,03480000,23049,2699,25748
2008,WRENTHAM,03500000,1259.7,29.7,1289.4
2007,ABINGTON,00010000,2361,44.1,2405.1
2007,ACTON,00020000,2484.9,27.6,2512.5
2007,"ACTON BOXBOROUGH",06000000,2871.4,96.2,2967.6
2007,ACUSHNET,00030000,1080.1,362.9,1443
2007,"ADAMS CHESHIRE",06030000,1653,122.9,1775.9
2007,AGAWAM,00050000,4447.8,173.7,4621.5
2007,AMESBURY,00070000,2369.5,279.2,2648.7
2007,AMHERST,00080000,1461.6,28.9,1490.5
2007,"AMHERST PELHAM",06050000,1829.6,125.5,1955.1
2007,ANDOVER,00090000,6017.4,105.3,6122.7
2007,ARLINGTON,00100000,4524.9,124,4648.9
2007,ARLINGTON,0100000,4524.9,124,4648.9
2007,"ASHBURNHAM WESTMINSTER",06100000,2473.9,80.3,2554.2
2007,ASHLAND,00140000,2665.8,80,2745.8
2007,"ASSABET VALLEY",08010000,945,2.2,947.2
2007,"ATHOL ROYALSTON",06150000,1947.7,272.9,2220.6
2007,ATTLEBORO,00160000,5935.5,316.7,6252.2
2007,AUBURN,00170000,2309.4,74,2383.4
2007,AVON,00180000,759.4,22.9,782.3
2007,AYER,00190000,1266.8,118.2,1385
2007,BARNSTABLE,00200000,4516.5,1587.2,6103.7
2007,BEDFORD,00230000,2256.4,115.4,2371.8
2007,BELCHERTOWN,00240000,2689.5,112.6,2802.1
2007,BELLINGHAM,00250000,2624,111.7,2735.7
2007,BELMONT,00260000,3725.1,85.5,3810.6
2007,BERKLEY,00270000,1002.9,262.5,1265.4
2007,"BERKSHIRE HILLS",06180000,1451.2,103.3,1554.5
2007,BERLIN,00280000,227.1,6.2,233.3
2007,"BERLIN BOYLSTON",06200000,490,40.5,530.5
2007,BEVERLY,00300000,4430.6,236.5,4667.1
2007,BILLERICA,00310000,6351.5,173.2,6524.7
2007,"BLACKSTONE MILLVILLE",06220000,2147.5,55.3,2202.8
2007,"BLACKSTONE VALLEY",08050000,968.8,2.4,971.2
2007,"BLUE HILLS",08060000,834,0,834
2007,BOSTON,00350000,56461.7,8213.1,64674.8
2007,BOURNE,00360000,2519.7,47.8,2567.5
2007,BOXBOROUGH,00370000,544.9,16.4,561.3
2007,BOXFORD,00380000,980.1,2.4,982.5
2007,BOYLSTON,00390000,378.3,29.6,407.9
2007,BRAINTREE,00400000,5175.5,105.8,5281.3
2007,BREWSTER,00410000,480.2,25.1,505.3
2007,"BRIDGEWATER RAYNHAM",06250000,5864.8,207.3,6072.1
2007,BRIMFIELD,00430000,375.3,11.8,387.1
2007,"BRISTOL COUNTY",09100000,431,0,431
2007,"BRISTOL PLYMOUTH",08100000,1128,0.5,1128.5
2007,BROCKTON,00440000,15509.2,544,16053.2
2007,BROOKFIELD,00450000,278.2,35.5,313.7
2007,BROOKLINE,00460000,6130.7,83.8,6214.5
2007,BURLINGTON,00480000,3498.9,158.7,3657.6
2007,CAMBRIDGE,00490000,5589.8,490.2,6080
2007,CANTON,00500000,3049.6,59.8,3109.4
2007,"CAPE COD",08150000,686.7,0,686.7
2007,CARLISLE,00510000,783.4,8.8,792.2
2007,CARVER,00520000,1989,54.2,2043.2
2007,"CENTRAL BERKSHIRE",06350000,2142.1,170.6,2312.7
2007,CHATHAM,00550000,701.5,37.1,738.6
2007,CHELMSFORD,00560000,5617.9,201.7,5819.6
2007,CHELSEA,00570000,5436.5,252.7,5689.2
2007,"CHESTERFIELD GOSHEN",06320000,173.7,22.2,195.9
2007,CHICOPEE,00610000,7601.8,171.1,7772.9
2007,CLARKSBURG,00630000,196.9,75.3,272.2
2007,CLINTON,00640000,2046.9,195,2241.9
2007,COHASSET,00650000,1480.1,35.2,1515.3
2007,CONCORD,00670000,1838,56.7,1894.7
2007,"CONCORD CARLISLE",06400000,1242.7,41.7,1284.4
2007,CONWAY,00680000,164.6,14.9,179.5
2007,DANVERS,00710000,3605,104.7,3709.7
2007,DARTMOUTH,00720000,4266.4,53.1,4319.5
2007,DEDHAM,00730000,2840.3,84.1,2924.4
2007,DEERFIELD,00740000,468.9,22.2,491.1
2007,"DENNIS YARMOUTH",06450000,3695.1,295.2,3990.3
2007,"DIGHTON REHOBOTH",06500000,3382.1,68.6,3450.7
2007,DOUGLAS,00770000,1769.6,58.8,1828.4
2007,DOVER,00780000,590.9,19.2,610.1
2007,"DOVER SHERBORN",06550000,1084.8,4.1,1088.9
2007,DRACUT,00790000,4232,99.6,4331.6
2007,"DUDLEY CHARLTON",06580000,4374.8,94.5,4469.3
2007,DUXBURY,00820000,3315.3,28.3,3343.6
2007,"EAST BRIDGEWATER",00830000,2489.6,54.4,2544
2007,"EAST LONGMEADOW",00870000,2850.5,87.1,2937.6
2007,EASTHAM,00850000,229.8,15.3,245.1
2007,EASTHAMPTON,00860000,1670.5,343,2013.5
2007,EASTON,00880000,3912.7,67.2,3979.9
2007,EDGARTOWN,00890000,329.7,58.8,388.5
2007,ERVING,00910000,170.5,109.1,279.6
2007,"ESSEX COUNTY",09130000,434.7,0,434.7
2007,EVERETT,00930000,5417.4,465.9,5883.3
2007,FAIRHAVEN,00940000,2126.9,38.4,2165.3
2007,"FALL RIVER",00950000,10307.3,813.5,11120.8
2007,FALMOUTH,00960000,4008.3,111.5,4119.8
2007,"FARMINGTON RIVER",06620000,151.1,157.2,308.3
2007,FITCHBURG,00970000,5474.1,586,6060.1
2007,FLORIDA,00980000,106.7,23,129.7
2007,FOXBOROUGH,00990000,2882,174.3,3056.3
2007,FRAMINGHAM,01000000,8029.9,425.6,8455.5
2007,FRANKLIN,01010000,6125.8,421,6546.8
2007,"FRANKLIN COUNTY",08180000,510.4,4.9,515.3
2007,FREETOWN,01020000,549.1,74.5,623.6
2007,"FREETOWN LAKEVILLE",06650000,1917.6,29.5,1947.1
2007,FRONTIER,06700000,709.6,78.8,788.4
2007,GARDNER,01030000,2924.6,163.9,3088.5
2007,GATEWAY,06720000,1334.2,108.9,1443.1
2007,GEORGETOWN,01050000,1736.7,50.2,1786.9
2007,"GILL MONTAGUE",06740000,1164.9,204.8,1369.7
2007,GLOUCESTER,01070000,3723.4,272.9,3996.3
2007,GRAFTON,01100000,2793.9,38.5,2832.4
2007,GRANBY,01110000,1145.6,50.4,1196
2007,GRANVILLE,01120000,211.1,94,305.1
2007,"GREATER FALL RIVER",08210000,1377.3,0,1377.3
2007,"GREATER LAWRENCE",08230000,1400.3,199.6,1599.9
2007,"GREATER LOWELL",08280000,1926.5,91.9,2018.4
2007,"GREATER NEW BEDFORD",08250000,1994.1,0,1994.1
2007,GREENFIELD,01140000,1791.4,349.2,2140.6
2007,"GROTON DUNSTABLE",06730000,2920.1,85.8,3005.9
2007,HADLEY,01170000,650.1,64.2,714.3
2007,HALIFAX,01180000,732.5,46,778.5
2007,"HAMILTON WENHAM",06750000,2152.8,43.4,2196.2
2007,"HAMPDEN WILBRAHAM",06800000,3782,95.6,3877.6
2007,HAMPSHIRE,06830000,819.9,126.8,946.7
2007,HANCOCK,01210000,42.7,79.8,122.5
2007,HANOVER,01220000,2800.2,50,2850.2
2007,HARVARD,01250000,1344.9,63.2,1408.1
2007,HARWICH,01260000,1384.4,196.9,1581.3
2007,HATFIELD,01270000,438.2,78.1,516.3
2007,HAVERHILL,01280000,7555.3,507.9,8063.2
2007,HAWLEMONT,06850000,120.2,18.7,138.9
2007,HINGHAM,01310000,3799.3,77.8,3877.1
2007,HOLBROOK,01330000,1374.5,59.9,1434.4
2007,HOLLAND,01350000,265.4,10.5,275.9
2007,HOLLISTON,01360000,2941,80.2,3021.2
2007,HOLYOKE,01370000,6100.3,1017.1,7117.4
2007,HOPEDALE,01380000,1337.5,73.1,1410.6
2007,HOPKINTON,01390000,3383.1,54.4,3437.5
2007,HUDSON,01410000,2812.9,86.8,2899.7
2007,HULL,01420000,1216.2,145.5,1361.7
2007,IPSWICH,01440000,2094.9,45.4,2140.3
2007,"KING PHILIP",06900000,2023.6,110,2133.6
2007,KINGSTON,01450000,1155.9,60.6,1216.5
2007,LAKEVILLE,01460000,768.8,19.6,788.4
2007,LANESBOROUGH,01480000,297.3,40.6,337.9
2007,LAWRENCE,01490000,12164.6,1248.7,13413.3
2007,LEE,01500000,887.3,84.9,972.2
2007,LEICESTER,01510000,1935.8,124.1,2059.9
2007,LENOX,01520000,833.7,44.4,878.1
2007,LEOMINSTER,01530000,6084.7,386.8,6471.5
2007,LEVERETT,01540000,171.5,1.1,172.6
2007,LEXINGTON,01550000,6200.2,113,6313.2
2007,LINCOLN,01570000,1216.6,14.2,1230.8
2007,"LINCOLN SUDBURY",06950000,1594.1,32.9,1627
2007,LITTLETON,01580000,1551.9,134.4,1686.3
2007,LONGMEADOW,01590000,3201.6,54.3,3255.9
2007,LOWELL,01600000,13996.4,1092,15088.4
2007,LUDLOW,01610000,3087.6,93.8,3181.4
2007,LUNENBURG,01620000,1839,94.3,1933.3
2007,LYNN,01630000,13510.4,556.8,14067.2
2007,LYNNFIELD,01640000,2272.8,31.9,2304.7
2007,MALDEN,01650000,6320.8,623.7,6944.5
2007,"MANCHESTER ESSEX",06980000,1318.9,52.3,1371.2
2007,MANSFIELD,01670000,4904,170,5074
2007,MARBLEHEAD,01680000,3152.9,196.6,3349.5
2007,MARION,01690000,444,6.9,450.9
2007,MARLBOROUGH,01700000,4619.5,322.8,4942.3
2007,MARSHFIELD,01710000,4672.6,94.9,4767.5
2007,"MARTHAS VINEYARD",07000000,790.6,39.5,830.1
2007,MASCONOMET,07050000,2133.7,42.2,2175.9
2007,MASHPEE,01720000,2054,56.9,2110.9
2007,MATTAPOISETT,01730000,501.6,6.4,508
2007,MAYNARD,01740000,1374.2,74.6,1448.8
2007,MEDFIELD,01750000,3049.7,35.8,3085.5
2007,MEDFORD,01760000,4846.4,403.2,5249.6
2007,MEDWAY,01770000,2817.7,75.9,2893.6
2007,MELROSE,01780000,3510.4,236.8,3747.2
2007,"MENDON UPTON",07100000,2838.8,93.2,2932
2007,METHUEN,01810000,7383.4,165.8,7549.2
2007,MIDDLEBOROUGH,01820000,3511.7,80.5,3592.2
2007,MIDDLETON,01840000,867,12.2,879.2
2007,MILFORD,01850000,4144.6,208.1,4352.7
2007,MILLBURY,01860000,1925.4,62.5,1987.9
2007,MILLIS,01870000,1327.2,71.2,1398.4
2007,MILTON,01890000,3731,81.3,3812.3
2007,MINUTEMAN,08300000,675.4,2,677.4
2007,"MOHAWK TRAIL",07170000,1249.6,121.5,1371.1
2007,MONSON,01910000,1561.5,22.7,1584.2
2007,MONTACHUSETT,08320000,1265.2,36.4,1301.6
2007,"MOUNT GREYLOCK",07150000,620.2,38.2,658.4
2007,NAHANT,01960000,211.9,167.1,379
2007,NANTUCKET,01970000,1305.5,11.2,1316.7
2007,NARRAGANSETT,07200000,1718.7,114.9,1833.6
2007,NASHOBA,07250000,3263.1,115.6,3378.7
2007,"NASHOBA VALLEY",08520000,587.4,0.8,588.2
2007,NATICK,01980000,4513.4,181.4,4694.8
2007,NAUSET,06600000,1660.1,188.7,1848.8
2007,NEEDHAM,01990000,4995.3,68.4,5063.7
2007,"NEW BEDFORD",02010000,12970.7,516.7,13487.4
2007,"NEW SALEM WENDELL",07280000,149.2,17.5,166.7
2007,NEWBURYPORT,02040000,2377.9,216.2,2594.1
2007,NEWTON,02070000,11566.9,148.4,11715.3
2007,NORFOLK,02080000,1060,20.2,1080.2
2007,"NORFOLK COUNTY",09150000,456.7,0,456.7
2007,"NORTH ADAMS",02090000,1747.7,195,1942.7
2007,"NORTH ANDOVER",02110000,4610,93.3,4703.3
2007,"NORTH ATTLEBOROUGH",02120000,4789.2,167,4956.2
2007,"NORTH BROOKFIELD",02150000,716.7,131,847.7
2007,"NORTH MIDDLESEX",07350000,4470.6,198.3,4668.9
2007,"NORTH READING",02170000,2775.5,48.1,2823.6
2007,"NORTH SHORE",08540000,452.8,6.6,459.4
2007,NORTHAMPTON,02100000,2855.8,240.9,3096.7
2007,"NORTHAMPTON SMITH",04060000,477.5,0,477.5
2007,"NORTHBORO SOUTHBORO",07300000,1359.9,27.5,1387.4
2007,NORTHBOROUGH,02130000,1891.4,32.2,1923.6
2007,NORTHBRIDGE,02140000,2607.2,115.5,2722.7
2007,"NORTHEAST METROPOLITAN",08530000,1239.6,1.3,1240.9
2007,"NORTHERN BERKSHIRE",08510000,505,0,505
2007,NORTON,02180000,3030.8,203.3,3234.1
2007,NORWELL,02190000,2262.4,37.7,2300.1
2007,NORWOOD,02200000,3469.7,88.4,3558.1
2007,"OAK BLUFFS",02210000,429,65.1,494.1
2007,"OLD COLONY",08550000,565,0,565
2007,"OLD ROCHESTER",07400000,1220.3,14.4,1234.7
2007,ORANGE,02230000,784.1,19.5,803.6
2007,ORLEANS,02240000,200,4,204
2007,OXFORD,02260000,2135.4,101.9,2237.3
2007,PALMER,02270000,1915.9,76,1991.9
2007,PATHFINDER,08600000,646.3,4,650.3
2007,PEABODY,02290000,6404.9,190.2,6595.1
2007,PELHAM,02300000,126,2,128
2007,PEMBROKE,02310000,3353.4,111.9,3465.3
2007,PENTUCKET,07450000,3375.5,133.3,3508.8
2007,PETERSHAM,02340000,124.2,10.7,134.9
2007,PIONEER,07500000,1031.3,65.1,1096.4
2007,PITTSFIELD,02360000,6334,328,6662
2007,PLAINVILLE,02380000,816.6,27.1,843.7
2007,PLYMOUTH,02390000,8275.1,404,8679.1
2007,PLYMPTON,02400000,235,9,244
2007,PROVINCETOWN,02420000,208.3,38.2,246.5
2007,QUABBIN,07530000,3197.3,146.8,3344.1
2007,QUABOAG,07780000,1481.6,119.3,1600.9
2007,QUINCY,02430000,8784.8,169.4,8954.2
2007,"RALPH C MAHAR",07550000,733.6,162.6,896.2
2007,RANDOLPH,02440000,3470,238.2,3708.2
2007,READING,02460000,4326.9,80.9,4407.8
2007,REVERE,02480000,5814.8,190.1,6004.9
2007,RICHMOND,02490000,182.5,88.8,271.3
2007,ROCHESTER,02500000,589,7,596
2007,ROCKLAND,02510000,2534.4,89.4,2623.8
2007,ROCKPORT,02520000,1036.2,64.6,1100.8
2007,ROWE,02530000,61.1,20,81.1
2007,SALEM,02580000,4414.3,411.2,4825.5
2007,SANDWICH,02610000,3799.6,116.9,3916.5
2007,SAUGUS,02620000,3064.3,105.7,3170
2007,SAVOY,02630000,62.4,59.1,121.5
2007,SCITUATE,02640000,3223.2,55.8,3279
2007,SEEKONK,02650000,2218.8,46.9,2265.7
2007,SHARON,02660000,3466.8,80.3,3547.1
2007,"SHAWSHEEN VALLEY",08710000,1234.1,9.4,1243.5
2007,SHERBORN,02690000,484.3,12.9,497.2
2007,SHIRLEY,02700000,660.1,365.6,1025.7
2007,SHREWSBURY,02710000,5821.3,239.9,6061.2
2007,SHUTESBURY,02720000,153.9,8,161.9
2007,"SILVER LAKE",07600000,1812.3,23.7,1836
2007,SOMERSET,02730000,2839.6,41.1,2880.7
2007,SOMERVILLE,02740000,4992.5,440.2,5432.7
2007,"SOUTH HADLEY",02780000,2257.3,113.6,2370.9
2007,"SOUTH MIDDLESEX",08290000,678.3,0,678.3
2007,"SOUTH SHORE",08730000,580.6,1,581.6
2007,SOUTHAMPTON,02750000,540.8,52.4,593.2
2007,SOUTHBOROUGH,02760000,1593.5,32.7,1626.2
2007,SOUTHBRIDGE,02770000,2153.7,168.2,2321.9
2007,SOUTHEASTERN,08720000,1281.5,0,1281.5
2007,"SOUTHERN BERKSHIRE",07650000,864.8,173.8,1038.6
2007,"SOUTHERN WORCESTER",08760000,1124.6,15.4,1140
2007,"SOUTHWICK TOLLAND",07660000,1912.6,58,1970.6
2007,"SPENCER EAST BROOKFIELD",07670000,2192.9,120.3,2313.2
2007,SPRINGFIELD,02810000,25380.4,3380.3,28760.7
2007,STONEHAM,02840000,2887.3,108.1,2995.4
2007,STOUGHTON,02850000,3956.3,85.7,4042
2007,STURBRIDGE,02870000,860,22.5,882.5
2007,SUDBURY,02880000,3290.6,47.9,3338.5
2007,SUNDERLAND,02890000,213.3,17.3,230.6
2007,SUTTON,02900000,1715.3,40.1,1755.4
2007,SWAMPSCOTT,02910000,2532.6,54.3,2586.9
2007,SWANSEA,02920000,2101.3,31.4,2132.7
2007,TANTASQUA,07700000,1839.3,60.9,1900.2
2007,TAUNTON,02930000,8101.1,191.8,8292.9
2007,TEWKSBURY,02950000,4714,99.7,4813.7
2007,TISBURY,02960000,308.6,72,380.6
2007,TOPSFIELD,02980000,673.6,9.9,683.5
2007,"TRI COUNTY",08780000,904.2,0,904.2
2007,TRITON,07730000,3248.4,375,3623.4
2007,TRURO,03000000,124.1,117.4,241.5
2007,TYNGSBOROUGH,03010000,2193.2,39.3,2232.5
2007,UPISLAND,07740000,328.6,68.2,396.8
2007,"UPPER CAPE COD",08790000,638.2,0,638.2
2007,UXBRIDGE,03040000,2036.4,295.4,2331.8
2007,WACHUSETT,07750000,7464.2,256.6,7720.8
2007,WAKEFIELD,03050000,3487.2,86.3,3573.5
2007,WALES,03060000,195,6.3,201.3
