,,,,"Actual NSS Above Foundation",,"Actual NSS Above Required Net School Spending",
SY,"Org Name","Org Code","Actual Net School Spending","Foundation Budget","Percent Above","Required NSS Budget","Percent Above"
2008,Foxborough,00990000,27785705,24391942,0.14,24429109,0.14
2008,Framingham,01000000,100988214,71074303,0.42,74229156,0.36
2008,Franklin,01010000,56221730,50651138,0.11,50722742,0.11
2008,"Franklin County Regional Vocational Technical",08180000,7848915,6391771,0.23,6391771,0.23
2008,Freetown,01020000,6125281,4667891,0.31,4667891,0.31
2008,Freetown-Lakeville,06650000,17482631,15553549,0.12,16868407,0.04
2008,Frontier,06700000,8860593,5983480,0.48,6604317,0.34
2008,Gardner,01030000,24923042,24266064,0.03,25617278,-0.03
2008,Gateway,06720000,14074260,11430685,0.23,11558379,0.22
2008,Georgetown,01050000,12204143,11765705,0.04,11803583,0.03
2008,Gill-Montague,06740000,14331305,10629600,0.35,11546066,0.24
2008,Gloucester,01070000,37435343,34505025,0.09,34632938,0.08
2008,Goshen,01080000,160775,113553,0.42,147318,0.09
2008,Gosnold,01090000,173029,54331,2.19,54331,2.19
2008,Grafton,01100000,22112461,21091974,0.05,21091974,0.05
2008,Granby,01110000,8652798,8451939,0.02,8451939,0.02
2008,Granville,01120000,3126147,2400533,0.3,2537695,0.23
2008,"Greater Fall River Regional Vocational Technical",08210000,19370982,18611314,0.04,19332075,0
2008,"Greater Lawrence Regional Vocational Technical",08230000,24584041,24270329,0.01,24270329,0.01
2008,"Greater Lowell Regional Vocational Technical",08280000,28377446,27800682,0.02,28428447,0
2008,"Greater New Bedford Regional Vocational Technical",08250000,28132558,27124010,0.04,28493398,-0.01
2008,Greenfield,01140000,21611410,18475981,0.17,18718854,0.16
2008,Groton-Dunstable,06730000,27022910,22567813,0.2,23063101,0.17
2008,Hadley,01170000,6095933,5019643,0.21,5920348,0.03
2008,Halifax,01180000,6026617,5360750,0.12,5452589,0.11
2008,Hamilton-Wenham,06750000,22451170,15863562,0.42,16012107,0.4
2008,Hampden-Wilbraham,06800000,33017381,29666356,0.11,29695797,0.11
2008,Hampshire,06830000,8995231,6739463,0.34,6966904,0.29
2008,Hancock,01210000,1143524,762442,0.5,951342,0.2
2008,Hanover,01220000,24213805,21096226,0.15,21096226,0.15
2008,Hanson,01230000,18754,22711,-0.17,29370,-0.36
2008,Harvard,01250000,12988734,9734129,0.33,9742427,0.33
2008,Harwich,01260000,17230742,12038270,0.43,13272664,0.3
2008,Hatfield,01270000,4563769,3688013,0.24,3748341,0.22
2008,Haverhill,01280000,69265323,65881402,0.05,68666699,0.01
2008,Hawlemont,06850000,1440699,935837,0.54,1049635,0.37
2008,Hawley,01290000,17855,11355,0.57,19099,-0.07
2008,Hingham,01310000,35339923,29139914,0.21,29139914,0.21
2008,Hinsdale,01320000,125804,158055,-0.2,193197,-0.35
2008,Holbrook,01330000,12875350,11701251,0.1,11701251,0.1
2008,Holden,01340000,0,11355,-1,12494,-1
2008,Holland,01350000,2369358,1588437,0.49,1641226,0.44
2008,Holliston,01360000,27164835,21897651,0.24,22971103,0.18
2008,Holyoke,01370000,79514399,73576060,0.08,73692209,0.08
2008,Hopedale,01380000,10983876,8815309,0.25,8815309,0.25
2008,Hopkinton,01390000,34637044,26814198,0.29,27228952,0.27
2008,Hubbardston,01400000,0,11355,-1,11355,-1
2008,Hudson,01410000,28858405,22500615,0.28,22500615,0.28
2008,Hull,01420000,16006719,11280495,0.42,13441705,0.19
2008,Huntington,01430000,343210,248898,0.38,256003,0.34
2008,Ipswich,01440000,17899940,15825234,0.13,16038754,0.12
2008,"King Philip",06900000,19865777,17396805,0.14,17639830,0.13
2008,Kingston,01450000,10448374,8552329,0.22,8635832,0.21
2008,Lakeville,01460000,6820927,5317162,0.28,5372537,0.27
2008,Lanesborough,01480000,3022181,2254707,0.34,2384090,0.27
2008,Lawrence,01490000,132414125,133779068,-0.01,135952700,-0.03
2008,Lee,01500000,9188365,6681419,0.38,7034039,0.31
2008,Leicester,01510000,17002639,15396419,0.1,15846878,0.07
2008,Lenox,01520000,9717085,5681111,0.71,6811531,0.43
2008,Leominster,01530000,56701429,55214982,0.03,55214982,0.03
2008,Leverett,01540000,1884915,947175,0.99,1114691,0.69
2008,Lexington,01550000,81693214,50405171,0.62,54907243,0.49
2008,Lincoln,01570000,10429144,5228858,1,5867100,0.78
2008,Lincoln-Sudbury,06950000,21410568,14669142,0.46,14887093,0.44
2008,Littleton,01580000,16549633,12477893,0.33,12816159,0.29
2008,Longmeadow,01590000,31841936,23686878,0.34,25334194,0.26
2008,Lowell,01600000,150821206,147723630,0.02,151129958,0
2008,Ludlow,01610000,27956625,25130131,0.11,25130131,0.11
2008,Lunenburg,01620000,14903224,13121501,0.14,13199279,0.13
2008,Lynn,01630000,150013334,144686832,0.04,144686832,0.04
2008,Lynnfield,01640000,20661859,17356642,0.19,17356642,0.19
2008,Malden,01650000,68743768,62297085,0.1,62297085,0.1
2008,"Manchester Essex",06980000,14562356,9630975,0.51,10835008,0.34
2008,Mansfield,01670000,39777317,38933172,0.02,38933172,0.02
2008,Marblehead,01680000,32264244,24883006,0.3,24883006,0.3
2008,Marion,01690000,4682792,3025165,0.55,3273474,0.43
2008,Marlborough,01700000,54537922,41647924,0.31,42261719,0.29
2008,Marshfield,01710000,41646317,36714949,0.13,37010668,0.13
2008,"Marthas Vineyard",07000000,13568100,8068434,0.68,11095192,0.22
2008,Masconomet,07050000,22245379,18048378,0.23,18924780,0.18
2008,Mashpee,01720000,22728837,17073802,0.33,18285289,0.24
2008,Mattapoisett,01730000,5614656,3488043,0.61,3725233,0.51
2008,Maynard,01740000,14136381,11391225,0.24,11391225,0.24
2008,Medfield,01750000,26769922,23437455,0.14,23437455,0.14
2008,Medford,01760000,59943672,46366010,0.29,47173796,0.27
2008,Medway,01770000,23860541,21605016,0.1,21605016,0.1
2008,Melrose,01780000,31688934,27602186,0.15,27602186,0.15
2008,Mendon,01790000,0,23065,-1,23065,-1
2008,Mendon-Upton,07100000,24436132,20644958,0.18,20644958,0.18
2008,Methuen,01810000,65002555,64593405,0.01,64593405,0.01
2008,Middleborough,01820000,31742947,29349176,0.08,30587004,0.04
2008,Middlefield,01830000,39195,0,0,0," %"
2008,Middleton,01840000,7468329,5832959,0.28,5832959,0.28
2008,Milford,01850000,38112597,34771548,0.1,34861174,0.09
2008,Millbury,01860000,18875167,15891804,0.19,16176770,0.17
2008,Millis,01870000,11620526,10117123,0.15,10117123,0.15
2008,Millville,01880000,97721,22711,3.3,22711,3.3
2008,Milton,01890000,36058486,29370008,0.23,30390740,0.19
2008,"Minuteman Regional Vocational Technical",08300000,11661693,6679422,0.75,8102553,0.44
2008,"Mohawk Trail",07170000,14215324,10605776,0.34,11973726,0.19
2008,Monroe,01900000,137245,56860,1.41,106902,0.28
2008,Monson,01910000,12627204,12159309,0.04,12226339,0.03
2008,"Montachusett Regional Vocational Technical",08320000,18079336,17251828,0.05,17251828,0.05
2008,Montague,01920000,30867,0,0,0," %"
2008,Montgomery,01940000,44391,45421,-0.02,51942,-0.14
2008,"Mount Greylock",07150000,8015915,4697972,0.71,5961929,0.35
2008,"Mount Washington",01950000,140914,126517,0.11,149031,-0.05
2008,Nahant,01960000,3456531,2958071,0.17,3289949,0.05
2008,Nantucket,01970000,23891511,10186788,1.35,13505299,0.77
2008,Narragansett,07200000,14983750,13440494,0.12,13440494,0.12
2008,Nashoba,07250000,34545832,25411849,0.36,26563369,0.3
2008,"Nashoba Valley Regional Vocational Technical",08520000,6593494,6238440,0.06,6238440,0.06
2008,Natick,01980000,50337600,37564404,0.34,39686917,0.27
2008,Nauset,06600000,18804963,13240289,0.42,17022604,0.11
2008,Needham,01990000,54222585,39386972,0.38,39998986,0.36
2008,"New Ashford",02000000,341058,331314,0.03,332483,0.03
2008,"New Bedford",02010000,124121017,124529301,0,125414135,-0.01
2008,"New Salem",02060000,15615,0,0,0," %"
2008,"New Salem-Wendell",07280000,1614056,1119947,0.44,1201761,0.34
2008,Newburyport,02040000,25441622,18138185,0.4,21439396,0.19
2008,Newton,02070000,156198906,96710790,0.62,106770129,0.46
2008,Norfolk,02080000,10527506,7568629,0.39,8228185,0.28
2008,"Norfolk County Agricultural",09150000,4317824,3314326,0.3,3314326,0.3
2008,"North Adams",02090000,21104029,16104425,0.31,17579204,0.2
2008,"North Andover",02110000,42303625,34908316,0.21,35970814,0.18
2008,"North Attleborough",02120000,42409505,37024105,0.14,37024105,0.14
2008,"North Brookfield",02150000,7224766,6609237,0.09,6715427,0.08
2008,"North Middlesex",07350000,37326648,34412577,0.09,35802020,0.04
2008,"North Reading",02170000,23416948,21182765,0.11,21182765,0.11
2008,"North Shore Regional Vocational Technical",08540000,8102177,6088638,0.33,6701031,0.21
2008,Northampton,02100000,27660568,23897225,0.16,24994181,0.11
2008,"Northampton-Smith Vocational Agricultural",04060000,2297823,2278216,0.01,2656875,-0.14
2008,Northboro-Southboro,07300000,14934561,12033372,0.24,12223192,0.22
2008,Northborough,02130000,19252557,13379613,0.44,13741701,0.4
2008,Northbridge,02140000,21750032,21326301,0.02,21605317,0.01
2008,"Northeast Metropolitan Regional Vocational Technical",08530000,17929882,16448129,0.09,16448129,0.09
2008,"Northern Berkshire Regional Vocational Technical",08510000,6387877,5840580,0.09,5840580,0.09
2008,Northfield,02160000,14144,0,0,0," %"
2008,Norton,02180000,28793307,24274094,0.19,24766343,0.16
2008,Norwell,02190000,21165858,17382511,0.22,17830472,0.19
2008,Norwood,02200000,37999463,30207570,0.26,32606065,0.17
2008,"Oak Bluffs",02210000,7140208,3482508,1.05,3501151,1.04
2008,Oakham,02220000,147981,102197,0.45,102197,0.45
2008,"Old Colony Regional Vocational Technical",08550000,6993620,6621083,0.06,6768205,0.03
2008,"Old Rochester",07400000,13913701,9923961,0.4,10169831,0.37
2008,Orange,02230000,6962106,5977477,0.17,6534741,0.07
2008,Orleans,02240000,3775031,1527004,1.47,1994180,0.89
2008,Oxford,02260000,17781927,17109033,0.04,17390230,0.02
2008,Palmer,02270000,17584311,16630338,0.06,16732142,0.05
2008,"Pathfinder Regional Vocational Technical",08600000,9263783,7765674,0.19,7765674,0.19
2008,Paxton,02280000,234635,0,0,0," %"
2008,Peabody,02290000,58336211,56602397,0.03,57784509,0.01
2008,Pelham,02300000,1342843,733964,0.83,772023,0.74
2008,Pembroke,02310000,27760620,26921545,0.03,26921545,0.03
2008,Pentucket,07450000,28883283,24625431,0.17,25482576,0.13
2008,Pepperell,02320000,0,11355,-1,13464,-1
2008,Peru,02330000,92853,79487,0.17,101856,-0.09
2008,Petersham,02340000,1081641,910108,0.19,910108,0.19
2008,Phillipston,02350000,15400,0,0,0," %"
2008,"Pioneer Valley",07500000,11937107,7722039,0.55,8338495,0.43
2008,Pittsfield,02360000,63439778,59041739,0.07,59041739,0.07
2008,Plainfield,02370000,104025,68132,0.53,79388,0.31
2008,Plainville,02380000,7427319,6193164,0.2,6234696,0.19
2008,Plymouth,02390000,87737596,72586826,0.21,73989564,0.19
2008,Plympton,02400000,2263002,1709081,0.32,1819272,0.24
2008,Provincetown,02420000,4284749,1321744,2.24,1998476,1.14
2008,Quabbin,07530000,27103975,23457369,0.16,23637087,0.15
2008,Quaboag,07780000,12881314,12254851,0.05,12418420,0.04
2008,Quincy,02430000,102904789,83528510,0.23,85137342,0.21
2008,"Ralph C Mahar",07550000,10217790,7718288,0.32,7718288,0.32
2008,Randolph,02440000,33733074,31690386,0.06,32419095,0.04
2008,Reading,02460000,39703186,33194639,0.2,33194639,0.2
2008,Revere,02480000,55557586,56922955,-0.02,58377114,-0.05
2008,Richmond,02490000,2901767,1666525,0.74,2263033,0.28
2008,Rochester,02500000,4907943,4020214,0.22,4020214,0.22
2008,Rockland,02510000,23263360,21120296,0.1,21344074,0.09
2008,Rockport,02520000,10883550,8076763,0.35,8820277,0.23
2008,Rowe,02530000,1257231,523550,1.4,650687,0.93
2008,Russell,02560000,203657,226187,-0.1,267161,-0.24
2008,Rutland,02570000,18754,11355,0.65,14062,0.33
2008,Salem,02580000,51729814,42852484,0.21,43433040,0.19
2008,Sandwich,02610000,34929838,29371842,0.19,30375953,0.15
2008,Saugus,02620000,27868029,24646310,0.13,26711893,0.04
2008,Savoy,02630000,991948,805306,0.23,830291,0.2
2008,Scituate,02640000,30423185,24538930,0.24,24538930,0.24
2008,Seekonk,02650000,20994818,17298382,0.21,18731442,0.12
2008,Sharon,02660000,37695945,27015017,0.4,27352377,0.38
2008,"Shawsheen Valley Regional Vocational Technical",08710000,19777590,16399600,0.21,16399600,0.21
2008,Sheffield,02670000,50379,45421,0.11,54652,-0.08
2008,Sherborn,02690000,5697580,3609944,0.58,3860146,0.48
2008,Shirley,02700000,8426079,7495918,0.12,7614809,0.11
2008,Shrewsbury,02710000,50466635,46216469,0.09,46216469,0.09
2008,Shutesbury,02720000,1900329,1087472,0.75,1211918,0.57
2008,"Silver Lake",07600000,17580842,15151746,0.16,15529883,0.13
2008,Somerset,02730000,29080241,20657265,0.41,21513961,0.35
2008,Somerville,02740000,71599587,53650930,0.34,60471569,0.18
2008,"South Hadley",02780000,20475062,18060957,0.13,18060957,0.13
2008,"South Middlesex Regional Vocational Technical",08290000,13678309,9654723,0.42,10659043,0.28
2008,"South Shore Regional Vocational Technical",08730000,8253624,7292760,0.13,7306196,0.13
2008,Southampton,02750000,4927263,4219770,0.17,4748959,0.04
2008,Southborough,02760000,17323252,11560282,0.5,12061412,0.44
2008,Southbridge,02770000,23453387,21509239,0.09,21785237,0.08
2008,"Southeastern Regional Vocational Technical",08720000,17417490,17132435,0.02,17240262,0.01
2008,"Southern Berkshire",07650000,10908117,7434729,0.47,8882065,0.23
2008,"Southern Worcester County Regional Vocational Technical",08760000,14007106,13883285,0.01,13883285,0.01
2008,Southwick-Tolland-Granville,07660000,15492443,14257212,0.09,14479766,0.07
2008,Spencer,02800000,501178,45421,10.03,53928,8.29
2008,"Spencer-E Brookfield",07670000,19675509,18350163,0.07,18561065,0.06
2008,Springfield,02810000,285350897,286041159,0,286399722,0
2008,Sterling,02820000,18754,0,0,0," %"
2008,Stoneham,02840000,25518913,22673087,0.13,22982899,0.11
2008,Stoughton,02850000,36673857,33770063,0.09,33770063,0.09
2008,Sturbridge,02870000,8205454,5996978,0.37,5996978,0.37
2008,Sudbury,02880000,31546014,23679206,0.33,23679206,0.33
2008,Sunderland,02890000,2355104,1506339,0.56,1605773,0.47
2008,Sutton,02900000,14317028,12654101,0.13,12825133,0.12
2008,Swampscott,02910000,23575033,17414724,0.35,18045016,0.31
2008,Swansea,02920000,18622503,16127292,0.16,16823111,0.11
2008,Tantasqua,07700000,17598303,15970260,0.1,17087766,0.03
2008,Taunton,02930000,70205441,69472944,0.01,70099207,0
2008,Templeton,02940000,3900,0,0,0," %"
2008,Tewksbury,02950000,39234347,36101824,0.09,36132014,0.09
2008,Tisbury,02960000,6073433,2664557,1.28,3404154,0.78
2008,Topsfield,02980000,6805213,4725499,0.44,4725499,0.44
2008,Townsend,02990000,20500,11355,0.81,13811,0.48
2008,"Tri County Regional Vocational Technical",08780000,12209417,11290959,0.08,11290959,0.08
2008,Triton,07730000,30772080,26566548,0.16,27549366,0.12
2008,Truro,03000000,3843331,1600609,1.4,2312791,0.66
2008,Tyngsborough,03010000,18351422,16038143,0.14,16060987,0.14
2008,Tyringham,03020000,221155,242228,-0.09,340217,-0.35
2008,Up-Island,07740000,7368351,2717737,1.71,3801317,0.94
2008,"Upper Cape Cod Regional Vocational Technical",08790000,9574069,8334135,0.15,9557312,0
2008,Upton,03030000,0,46691,-1,46691,-1
2008,Uxbridge,03040000,22662013,16540052,0.37,17461698,0.3
2008,Wachusett,07750000,61626542,54801725,0.13,54801725,0.13
2008,Wakefield,03050000,33056591,28230853,0.17,29561897,0.12
2008,Wales,03060000,1694508,1214082,0.4,1260398,0.34
2008,Walpole,03070000,38062597,31050182,0.23,31050182,0.23
2008,Waltham,03080000,76726738,46074540,0.67,63493223,0.21
2008,Ware,03090000,12687297,11984339,0.06,12659338,0
2008,Wareham,03100000,29620886,28330642,0.05,29078183,0.02
2008,Warren,03110000,63736,158055,-0.6,182605,-0.65
2008,Warwick,03120000,4482,0,0,0," %"
2008,Washington,03130000,13065,34066,-0.62,41648,-0.69
2008,Watertown,03140000,35199210,22755172,0.55,28767523,0.22
2008,Wayland,03150000,34516848,22348945,0.54,24576358,0.4
2008,Webster,03160000,18612794,17755145,0.05,17755145,0.05
2008,Wellesley,03170000,55442005,37728351,0.47,37730419,0.47
2008,Wellfleet,03180000,2434113,1014001,1.4,1347418,0.81
2008,Wendell,03190000,9745,0,0,0," %"
2008,"West Boylston",03220000,10571446,8303886,0.27,8578268,0.23
2008,"West Bridgewater",03230000,10358165,8080096,0.28,8568598,0.21
2008,"West Brookfield",03240000,180116,328385,-0.45,378829,-0.53
2008,"West Springfield",03320000,38411177,35265587,0.09,35265587,0.09
2008,Westborough,03210000,40052282,27284908,0.47,28413463,0.41
2008,Westfield,03250000,57770675,55203858,0.05,55413363,0.04
2008,Westford,03260000,45360367,40555313,0.12,40555313,0.12
2008,Westhampton,03270000,1493183,1170705,0.28,1229065,0.22
2008,Weston,03300000,34464923,18370485,0.88,21506074,0.6
2008,Westport,03310000,15411446,14462425,0.07,15371601,0
2008,Westwood,03350000,34933817,24472148,0.43,25272115,0.38
2008,Weymouth,03360000,65433349,57436766,0.14,57436766,0.14
2008,Whately,03370000,1575405,801658,0.97,872877,0.81
2008,Whitman,03380000,432362,180766,1.39,192425,1.25
2008,Whitman-Hanson,07800000,36755687,33351647,0.1,33583684,0.09
2008,"Whittier Regional Vocational Technical",08850000,16048191,12092901,0.33,12092901,0.33
2008,Williamsburg,03400000,1997319,1303228,0.53,1514307,0.32
2008,Williamstown,03410000,4819787,2947485,0.64,3914115,0.23
2008,Wilmington,03420000,35109831,30225618,0.16,30278935,0.16
2008,Winchendon,03430000,15054846,14745122,0.02,14964514,0.01
2008,Winchester,03440000,35337690,30248339,0.17,30248339,0.17
2008,Windsor,03450000,54537,79487,-0.31,96128,-0.43
2008,Winthrop,03460000,19348481,16040450,0.21,16283625,0.19
2008,Woburn,03470000,56551163,40314036,0.4,44065407,0.28
2008,Worcester,03480000,254856119,252522466,0.01,254566025,0
2008,Worthington,03490000,0,113553,-1,161389,-1
2008,Wrentham,03500000,9945669,8611110,0.16,8720367,0.14
2008,Yarmouth,03510000,262470,0,0,0," %"
2008,"MASSACHUSETTS TOTAL",00000000,9978220111,8406096436,0.19,8728682766,0.14
