			Indicator 4A			Indicator 4B		Indicator 9	Indicator 10	Indicator 11			Indicator 12			Indicator 13			
			Significant Discrepancy (Suspension/Expulsion)			Significant Discrepancy by Race/Ethnicity (Suspension/Expulsion)		(Disproportionality in Special Ed.)	(Disproportionality in Disability Category)	(Init Eval Timelines)			(Part C to B Transition)			(Secondary Transition)			
Year	Org Name	Org Code	Students #	Susp #	Susp %	Significant discrepancy	PPPs contribute to significant discrepancy	Disproportionate Representation in Special Ed	Disproportionate Representation in Disability Categories	Sch Yr Rev	Eval Comp #	Dist Rate	Sch Yr Rev	Ref Part C	IEP by #	IEP by %	Sch Yr Rev	Records in Compliance #	Dist Rate
2012	Ware	03090000	223	0	0	No	No	No	No	2010-11	20	100	2009-10	6	-	-	2012-13	NR	NR
2012	Wareham	03100000	592	9	1.5	No	No	No	No	2012-13	NR	NR	2011-12	9	9	100	2010-11	19	100
2012	Watertown	03140000	535	0	0	No	No	No	No	2011-12	26	81.3	2010-11	3	-	-	2009-10	20	100
2012	Wayland	03150000	516	2	0.4	No	No	No	No	2010-11	36	100	2009-10	0	-	-	2012-13	NR	NR
2012	Webster	03160000	329	7	2.1	No	No	No	No	2011-12	37	100	2010-11	0	-	-	2009-10	16	100
2012	Wellesley	03170000	794	1	0.1	No	No	No	No	2010-11	43	100	2009-10	4	-	-	2012-13	NR	NR
2012	Wellfleet	03180000	18	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2012	Westborough	03210000	476	0	0	No	No	No	No	2009-10	29	93.5	2012-13	NR	NR	NR	2011-12	20	100
2012	West Boylston	03220000	136	1	0.7	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	20	100
2012	West Bridgewater	03230000	147	0	0	No	No	No	No	2009-10	14	100	2012-13	NR	NR	NR	2011-12	20	100
2012	Westfield	03250000	1076	19	1.8	No	No	No	No	2010-11	17	100	2009-10	0	-	-	2012-13	NR	NR
2012	Westford	03260000	566	0	0	No	No	No	No	2012-13	NR	NR	2011-12	3	-	-	2010-11	19	100
2012	Westhampton	03270000	24	0	0	No	No	No	No	2011-12	0	100	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Weston	03300000	350	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2012	Westport	03310000	258	1	0.4	No	No	No	No	2012-13	NR	NR	2011-12	3	-	-	2010-11	20	100
2012	West Springfield	03320000	809	9	1.1	No	No	No	No	2009-10	47	100	2012-13	NR	NR	NR	2011-12	20	100
2012	Westwood	03350000	561	0	0	No	No	No	No	2010-11	35	100	2009-10	6	-	-	2012-13	NR	NR
2012	Weymouth	03360000	1188	11	0.9	No	No	No	No	2009-10	65	100	2012-13	NR	NR	NR	2011-12	20	100
2012	Whately	03370000	20	0	0	No	No	No	No	2012-13	NR	NR	2011-12	0	0	100	2010-11	NA	NA
2012	Williamsburg	03400000	16	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Williamstown	03410000	48	0	0	No	No	No	No	2009-10	14	100	2012-13	NR	NR	NR	2011-12	NA	NA
2012	Wilmington	03420000	608	7	1.2	No	No	No	No	2009-10	27	100	2012-13	NR	NR	NR	2011-12	20	100
2012	Winchendon	03430000	310	12	3.9	No	No	No	No	2010-11	22	100	2009-10	6	-	-	2012-13	NR	NR
2012	Winchester	03440000	709	0	0	No	No	No	No	2012-13	NR	NR	2011-12	0	0	100	2010-11	15	100
2012	Winthrop	03460000	363	0	0	No	No	No	No	2012-13	NR	NR	2011-12	2	-	-	2010-11	20	100
2012	Woburn	03470000	811	5	0.6	No	No	No	No	2011-12	50	98	2010-11	3	-	-	2009-10	12	100
2012	Worcester	03480000	5141	117	2.3	No	No	No	No	2010-11	328	87.2	2009-10	41	38	92.7	2012-13	NR	NR
2012	Wrentham	03500000	191	0	0	No	No	No	No	2012-13	NR	NR	2011-12	2	-	-	2010-11	NA	NA
2012	Northampton-Smith Vocational Agricultural	04060000	180	2	1.1	No	No	No	At-Risk	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	20	100
2012	Alma del Mar Charter School (District)	04090000	6	0	0	No	No	NA	NA	2011-12	NR	NR	2011-12	NA	NA	NA	2009-10	NA	NA
2012	Excel Academy Charter (District)	04100000	29	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NA	NA
2012	Boston Green Academy Horace Mann Charter School (Dist	04110000	82	0	0	No	No	NA	NA	2011-12	NR	NR	2011-12	NA	NA	NA	2009-10	NA	NA
2012	Academy Of the Pacific Rim Charter Public (District)	04120000	77	2	2.6	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	21	100
2012	Four Rivers Charter Public (District)	04130000	24	0	0	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	-	-
2012	Berkshire Arts and Technology Charter Public (Distric	04140000	47	2	4.3	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Amesbury Academy Charter Public (District)	04150000	19	0	0	No	No	No	No	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	17	100
2012	Boston Preparatory Charter Public (District)	04160000	53	4	7.5	Yes	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	18	100
2012	Bridge Boston Charter School (District)	04170000	4	0	0	No	No	NA	NA	2011-12	NA	NA	2011-12	NA	NA	NA	2012-13	NR	NR
2012	Christa McAuliffe Regional Charter Public (District)	04180000	88	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Smith Leadership Academy Charter Public (District)	04190000	36	2	5.6	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Benjamin Banneker Charter Public (District)	04200000	28	0	0	No	No	No	No	2011-12	0	100	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Barnstable Horace Mann Charter (District)	04230000	101	1	1	No	No	No	No	2009-10	10	100	2012-13	NR	NR	NR	2011-12	NA	NA
2012	Boston Day and Evening Academy Charter (District)	04240000	25	0	0	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2010-11	29	100
2012	Barnstable Community Horace Mann Charter Public (Dist	04270000	28	0	0	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Edward Brooke Charter (District)	04280000	33	1	3	Yes	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2012	KIPP Academy Lynn Charter (District)	04290000	39	1	2.6	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	-	-
2012	Advanced Math and Science Academy Charter (District)	04300000	42	0	0	No	No	No	No	2010-11	13	92.9	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Cape Cod Lighthouse Charter (District)	04320000	28	0	0	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Innovation Academy Charter (District)	04350000	130	1	0.8	No	No	No	At-Risk	2011-12	-	-	2010-11	NA	NA	NA	2009-10	13	86.7
2012	Community Charter School of Cambridge (District)	04360000	53	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	14	100
2012	City On A Hill Charter Public (District)	04370000	35	1	2.9	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	19	100
2012	Codman Academy Charter Public (District)	04380000	33	1	3	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	20	100
2012	Conservatory Lab Charter (District)	04390000	12	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Community Day Charter Public (District)	04400000	54	0	0	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Sabis International Charter (District)	04410000	207	1	0.5	No	No	No	No	2010-11	13	100	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Edward W. Brooke Charter School 2 (District)	04430000	16	0	0	No	No	NA	NA	2011-12	NA	NA	2011-12	NA	NA	NA	2012-13	NR	NR
2012	Neighborhood House Charter (District)	04440000	57	0	0	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Abby Kelley Foster Charter Public (District)	04450000	158	2	1.3	No	No	No	No	2009-10	8	80	2012-13	NR	NR	NR	2011-12	20	100
2012	Foxborough Regional Charter (District)	04460000	93	0	0	No	No	No	No	2011-12	15	83.3	2010-11	NA	NA	NA	2009-10	-	-
2012	Benjamin Franklin Classical Charter Public (District)	04470000	26	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	NA	NA
2012	Gloucester Community Arts Charter (District)	04480000	16	0	0	No	No	No	No	2012-13	NR	NR	2012-13	NR	NR	NR	2012-13	NR	NR
2012	Boston Collegiate Charter (District)	04490000	89	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	22	100
2012	Hilltown Cooperative Charter Public (District)	04500000	22	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NA	NA
2012	Edward M. Kennedy Academy for Health Careers (Horace	04520000	12	0	0	No	No	No	No	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	11	100
2012	Holyoke Community Charter (District)	04530000	66	0	0	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Lawrence Family Development Charter (District)	04540000	34	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Hill View Montessori Charter Public (District)	04550000	57	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NA	NA
2012	Lowell Community Charter Public (District)	04560000	80	0	0	No	No	No	No	2010-11	35	100	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Lowell Middlesex Academy Charter (District)	04580000	24	1	4.2	No	No	No	No	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	30	100
2012	Excel Academy Charter School - Chelsea (District)	04610000	5	0	0	No	No	NA	NA	2011-12	NA	NA	2011-12	NR	NR	NR	2011-12	NA	NA
2012	Grove Hall Preparatory Charter School (District)	04620000	10	0	0	No	No	NA	NA	2011-12	NR	NR	2011-12	NA	NA	NA	2011-12	NA	NA
2012	Marblehead Community Charter Public (District)	04640000	37	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	NA	NA
2012	MATCH Community Day Charter Public School (District)	04650000	10	0	0	No	No	NA	NA	2011-12	NR	NR	2011-12	NA	NA	NA	2009-10	NA	NA
2012	Martha's Vineyard Charter (District)	04660000	32	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	-	-
2012	Salem Community Charter School (District)	04670000	19	0	0	No	No	NA	NA	2011-12	NA	NA	2011-12	NA	NA	NA	2010-11	NA	NA
2012	Ma Academy for Math and Science	04680000	0	0	0	No	No	No	No	2010-11	NA	NA	2009-10	NA	NA	NA	2012-13	NR	NR
2012	MATCH Charter Public School (District)	04690000	71	1	1.4	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	18	100
2012	Mystic Valley Regional Charter (District)	04700000	117	3	2.6	No	No	No	No	2011-12	18	100	2010-11	NA	NA	NA	2009-10	11	100
2012	New Leadership Charter (District)	04710000	40	4	10	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	4	33.3
2012	North Central Charter Essential (District)	04740000	79	6	7.6	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	20	100
2012	Dorchester Collegiate Academy Charter (District)	04750000	6	0	0	No	No	No	No	2010-11	NA	NA	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Spirit of Knowledge Charter School (District)	04760000	11	0	0	No	No	No	No	2012-13	NR	NR	2012-13	NR	NR	NR	2012-13	NR	NR
2012	Silver Hill Horace Mann Charter (District)	04770000	80	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	NA	NA
2012	Francis W. Parker Charter Essential (District)	04780000	59	0	0	No	No	No	No	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	20	100
2012	Pioneer Valley Performing Arts Charter Public (Distri	04790000	46	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	20	100
2012	UP Academy Charter School of Boston (District)	04800000	135	0	0	No	No	NA	NA	2011-12	NA	NA	2011-12	NA	NA	NA	2010-11	NA	NA
2012	Boston Renaissance Charter Public (District)	04810000	120	0	0	No	No	No	At-Risk	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2012	River Valley Charter (District)	04820000	49	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	NA	NA
2012	Rising Tide Charter Public (District)	04830000	46	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	NA	NA
2012	Roxbury Preparatory Charter (District)	04840000	43	4	9.3	Yes	No	At-Risk	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Salem Academy Charter (District)	04850000	66	2	3	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	15	100
2012	Seven Hills Charter Public (District)	04860000	75	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	NA	NA
2012	Prospect Hill Academy Charter (District)	04870000	128	1	0.8	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	20	100
2012	South Shore Charter Public (District)	04880000	67	1	1.5	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	20	100
2012	Sturgis Charter Public (District)	04890000	42	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	20	100
2012	Atlantis Charter (District)	04910000	97	1	1	No	No	No	No	2011-12	20	100	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Martin Luther King Jr. Charter School of Excellence (	04920000	40	0	0	No	No	At-Risk	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Phoenix Charter Academy (District)	04930000	24	0	0	No	No	No	No	2010-11	NA	NA	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Pioneer Charter School of Science (District)	04940000	26	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	-	-
2012	Global Learning Charter Public (District)	04960000	56	0	0	No	No	No	No	2010-11	10	100	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Pioneer Valley Chinese Immersion Charter(District)	04970000	7	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Hampden Charter School of Science (District)	04990000	24	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	-	-
2012	Acton-Boxborough	06000000	425	1	0.2	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	18	100
2012	Adams-Cheshire	06030000	241	0	0	No	No	No	No	2010-11	20	100	2009-10	0	-	-	2012-13	NR	NR
2012	Amherst-Pelham	06050000	327	2	0.6	No	No	No	No	2010-11	19	95	2009-10	1	-	-	2012-13	NR	NR
2012	Ashburnham-Westminster	06100000	399	5	1.3	No	No	No	No	2010-11	29	100	2009-10	1	-	-	2012-13	NR	NR
2012	Athol-Royalston	06150000	420	9	2.1	No	No	No	No	2011-12	-	-	2010-11	2	-	-	2009-10	26	100
2012	Ayer Shirley School District	06160000	327	0	0	No	No	NA	NA	2011-12	NA	NA	2011-12	NR	NR	NR	2011-12	22	100
2012	Berkshire Hills	06180000	183	1	0.5	No	No	No	No	2012-13	NR	NR	2011-12	0	0	100	2010-11	21	100
2012	Berlin-Boylston	06200000	80	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	17	100
2012	Blackstone-Millville	06220000	326	6	1.8	No	No	No	No	2011-12	19	95	2010-11	0	-	-	2009-10	24	100
2012	Bridgewater-Raynham	06250000	820	4	0.5	No	No	No	No	2012-13	NR	NR	2011-12	3	-	-	2010-11	16	100
2012	Chesterfield-Goshen	06320000	17	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	NA	NA
2012	Central Berkshire	06350000	283	7	2.5	No	No	No	No	2009-10	11	100	2012-13	NR	NR	NR	2011-12	20	100
2012	Concord-Carlisle	06400000	207	3	1.4	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2012	Dennis-Yarmouth	06450000	517	11	2.1	No	No	No	No	2010-11	31	100	2009-10	5	-	-	2012-13	NR	NR
2012	Dighton-Rehoboth	06500000	485	1	0.2	No	No	No	No	2012-13	NR	NR	2011-12	12	12	100	2010-11	16	100
2012	Dover-Sherborn	06550000	152	1	0.7	No	No	No	No	2011-12	10	100	2010-11	NA	NA	NA	2009-10	-	-
2012	Dudley-Charlton Reg	06580000	534	11	2.1	No	No	No	No	2010-11	38	100	2009-10	4	-	-	2012-13	NR	NR
2012	Nauset	06600000	248	7	2.8	No	No	No	No	2010-11	-	-	2009-10	1	-	-	2012-13	NR	NR
2012	Farmington River Reg	06620000	21	0	0	No	No	No	No	2012-13	NR	NR	2011-12	0	0	100	2010-11	NA	NA
2012	Freetown-Lakeville	06650000	353	15	4.2	No	No	No	No	2009-10	12	100	2012-13	NR	NR	NR	2011-12	20	100
2012	Frontier	06700000	158	1	0.6	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	19	100
2012	Gateway	06720000	156	2	1.3	No	No	No	No	2012-13	NR	NR	2011-12	0	0	100	2010-11	20	100
2012	Groton-Dunstable	06730000	384	0	0	No	No	No	No	2012-13	NR	NR	2011-12	3	-	-	2010-11	20	100
2012	Gill-Montague	06740000	231	3	1.3	No	No	No	No	2012-13	NR	NR	2011-12	0	0	100	2010-11	20	100
2012	Hamilton-Wenham	06750000	311	0	0	No	No	No	No	2010-11	13	100	2009-10	3	-	-	2012-13	NR	NR
2012	Hampden-Wilbraham	06800000	703	7	1	No	No	No	No	2010-11	39	100	2009-10	6	-	-	2012-13	NR	NR
2012	Hampshire	06830000	144	1	0.7	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	17	100
2012	Hawlemont	06850000	24	0	0	No	No	No	No	2012-13	NR	NR	2011-12	0	0	100	2010-11	NA	NA
2012	King Philip	06900000	260	0	0	No	No	No	No	2010-11	10	100	2009-10	0	-	-	2012-13	NR	NR
2012	Lincoln-Sudbury	06950000	298	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	22	100
2012	Manchester Essex Regional	06980000	230	0	0	No	No	No	No	2011-12	24	100	2010-11	0	-	-	2009-10	20	100
2012	Marthas Vineyard	07000000	174	3	1.7	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	20	100
2012	Masconomet	07050000	279	1	0.4	No	No	No	No	2009-10	13	100	2012-13	NR	NR	NR	2011-12	20	100
2012	Mendon-Upton	07100000	340	1	0.3	No	No	No	No	2012-13	NR	NR	2011-12	1	-	-	2010-11	19	100
2012	Mount Greylock	07150000	83	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	20	100
2012	Mohawk Trail	07170000	218	2	0.9	No	No	No	No	2012-13	NR	NR	2011-12	3	-	-	2010-11	28	100
2012	Narragansett	07200000	230	0	0	No	No	No	No	2010-11	18	90	2009-10	2	-	-	2012-13	NR	NR
2012	Nashoba	07250000	391	1	0.3	No	No	No	No	2012-13	NR	NR	2011-12	1	-	-	2010-11	20	100
2012	New Salem-Wendell	07280000	23	0	0	No	No	No	No	2010-11	-	-	2009-10	1	-	-	2012-13	NR	NR
2012	Northboro-Southboro	07300000	140	0	0	No	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2012	North Middlesex	07350000	698	6	0.9	No	No	No	No	2011-12	44	97.8	2010-11	1	-	-	2009-10	15	100
2012	Old Rochester	07400000	155	1	0.6	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	18	100
2012	Pentucket	07450000	547	1	0.2	No	No	No	No	2009-10	37	100	2012-13	NR	NR	NR	2011-12	20	100
2012	Pioneer Valley	07500000	180	0	0	No	No	No	No	2010-11	-	-	2009-10	1	-	-	2012-13	NR	NR
2012	Quabbin	07530000	453	7	1.5	No	No	No	No	2009-10	52	100	2012-13	NR	NR	NR	2011-12	20	100
2012	Ralph C Mahar	07550000	127	10	7.9	Yes	No	No	No	2010-11	-	-	2009-10	0	-	-	2012-13	NR	NR
2012	Silver Lake	07600000	290	5	1.7	No	No	No	No	2010-11	19	100	2009-10	6	-	-	2012-13	NR	NR
2012	Somerset Berkley Regional School District	07630000	102	0	0	No	No	NA	NA	2011-12	NA	NA	2011-12	NA	NA	NA	2012-13	NR	NR
2012	Southern Berkshire	07650000	145	0	0	No	No	No	No	2010-11	-	-	2009-10	2	-	-	2012-13	NR	NR
2012	Southwick-Tolland	07660000	270	6	2.2	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	20	100
2012	Spencer-E Brookfield	07670000	405	2	0.5	No	No	No	No	2011-12	15	100	2010-11	1	-	-	2009-10	30	100
2012	Tantasqua	07700000	269	2	0.7	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	16	100
2012	Triton	07730000	428	1	0.2	No	No	No	No	2010-11	17	100	2009-10	3	-	-	2012-13	NR	NR
2012	Up-Island Regional	07740000	68	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	NA	NA
2012	Wachusett	07750000	1011	2	0.2	No	No	No	No	2012-13	NR	NR	2011-12	1	-	-	2010-11	14	100
2012	Quaboag Regional	07780000	299	0	0	No	No	No	No	2011-12	13	100	2010-11	2	-	-	2009-10	25	100
2012	Whitman-Hanson	07800000	648	0	0	No	No	No	No	2009-10	21	100	2012-13	NR	NR	NR	2011-12	20	100
2012	Assabet Valley Regional Vocational Technical	08010000	278	5	1.8	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	12	100
2012	Blackstone Valley Regional Vocational Technical	08050000	126	0	0	No	No	No	No	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	19	100
2012	Blue Hills Regional Vocational Technical	08060000	202	7	3.5	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Bristol-Plymouth Regional Vocational Technical	08100000	179	0	0	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	24	100
2012	Cape Cod Regional Vocational Technical	08150000	187	0	0	No	No	No	No	2011-12	0	100	2010-11	NA	NA	NA	2009-10	12	100
2012	Franklin County Regional Vocational Technical	08180000	116	0	0	No	No	No	At-Risk	2011-12	NR	NR	2010-11	NA	NA	NA	2009-10	17	100
2012	Greater Fall River Regional Vocational Technical	08210000	137	1	0.7	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	21	100
2012	Greater Lawrence Regional Vocational Technical	08230000	263	5	1.9	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	24	100
2012	Greater New Bedford Regional Vocational Technical	08250000	188	2	1.1	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	19	100
2012	Greater Lowell Regional Vocational Technical	08280000	469	4	0.9	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2012	South Middlesex Regional Vocational Technical	08290000	305	3	1	No	No	No	No	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	20	100
2012	Minuteman Regional Vocational Technical	08300000	287	11	3.8	No	No	No	At-Risk	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Montachusett Regional Vocational Technical	08320000	203	9	4.4	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	24	100
2012	Northern Berkshire Regional Vocational Technical	08510000	90	0	0	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	20	100
2012	Nashoba Valley Regional Vocational Technical	08520000	218	0	0	No	No	No	At-Risk	2010-11	NA	NA	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Northeast Metropolitan Regional Vocational Technical	08530000	333	9	2.7	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	-	-
2012	North Shore Regional Vocational Technical	08540000	149	2	1.3	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	27	100
2012	Old Colony Regional Vocational Technical	08550000	120	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	20	100
2012	Pathfinder Regional Vocational Technical	08600000	200	3	1.5	No	No	No	At-Risk	2009-10	-	-	2012-13	NR	NR	NR	2011-12	8	40
2012	Shawsheen Valley Regional Vocational Technical	08710000	327	1	0.3	No	No	No	No	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	12	100
2012	Southeastern Regional Vocational Technical	08720000	326	4	1.2	No	No	No	No	2011-12	-	-	2010-11	NA	NA	NA	2009-10	27	100
2012	South Shore Regional Vocational Technical	08730000	183	0	0	No	No	No	At-Risk	2012-13	NR	NR	2011-12	NA	NA	NA	2010-11	18	100
2012	Southern Worcester County Regional Vocational Technic	08760000	220	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	20	100
2012	Tri County Regional Vocational Technical	08780000	275	3	1.1	No	No	No	At-Risk	2009-10	-	-	2012-13	NR	NR	NR	2011-12	20	100
2012	Upper Cape Cod Regional Vocational Technical	08790000	140	5	3.6	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2012	Whittier Regional Vocational Technical	08850000	285	0	0	No	No	No	No	2009-10	-	-	2012-13	NR	NR	NR	2011-12	20	100
2012	Bristol County Agricultural	09100000	52	0	0	No	No	No	No	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	20	100
2012	Essex Agricultural Technical	09130000	78	0	0	No	No	No	No	2009-10	NA	NA	2012-13	NR	NR	NR	2011-12	20	100
2012	Norfolk County Agricultural	09150000	54	0	0	No	No	No	No	2010-11	-	-	2009-10	NA	NA	NA	2012-13	NR	NR
2013	Abington	00010000	315	1	0.3	No	No	No	No	2009-10	15	100	2012-13	0	-	-	2011-12	20	100
2013	Acton	00020000	387	0	0	No	No	No	No	2011-12	13	100	2010-11	2	-	-	2009-10	NA	NA
2013	Acushnet	00030000	195	0	0	No	No	No	No	2010-11	15	100	2009-10	2	-	-	2012-13	4	100
2013	Agawam	00050000	623	7	1.1	No	No	No	No	2012-13	37	92.5	2011-12	0	-	-	2010-11	16	100
2013	Amesbury	00070000	457	1	0.2	No	No	No	No	2009-10	36	100	2012-13	6	-	-	2011-12	20	100
2013	Amherst	00080000	242	0	0	No	No	No	No	2010-11	25	100	2009-10	NA	NA	NA	2012-13	NA	NA
2013	Andover	00090000	1024	6	0.6	No	No	No	No	2012-13	38	100	2011-12	4	-	-	2010-11	17	100
2013	Arlington	00100000	704	5	0.7	No	No	No	No	2011-12	18	100	2010-11	2	-	-	2009-10	17	70
2013	Ashland	00140000	357	5	1.4	No	No	No	No	2012-13	16	80	2011-12	2	-	-	2010-11	13	100
2013	Attleboro	00160000	1038	8	0.8	No	No	No	No	2012-13	17	100	2011-12	11	11	100	2010-11	19	100
2013	Auburn	00170000	317	6	1.9	No	No	No	No	2011-12	-	-	2010-11	2	-	-	2009-10	17	100
2013	Avon	00180000	148	2	1.4	No	No	No	No	2012-13	7	100	2011-12	1	-	-	2010-11	18	100
2013	Barnstable	00200000	607	12	2	No	No	No	No	2011-12	36	97.3	2010-11	3	-	-	2009-10	27	100
2013	Bedford	00230000	395	1	0.3	No	No	No	No	2012-13	38	100	2011-12	0	-	-	2010-11	16	100
2013	Belchertown	00240000	358	3	0.8	No	No	No	No	2009-10	24	100	2012-13	4	-	-	2011-12	20	100
