FY_CODE,WPI_ORG_NAME,ORG_CODE,ORG_TYP_CODE,WPI_PGRAD_4YRPRV_CNT,WPI_PGRAD_4YRPRV_PCT,WPI_PGRAD_4YRPUB_CNT,WPI_PGRAD_4YRPUB_PCT,WPI_PGRAD_2YRPRV_CNT,WPI_PGRAD_2YRPRV_PCT,WPI_PGRAD_2YRPUB_CNT,WPI_PGRAD_2YRPUB_PCT,WPI_PGRAD_PSTSEC_CNT,WPI_PGRAD_PSTSEC_PCT,WPI_PGRAD_WORK_CNT,WPI_PGRAD_WORK_PCT,WPI_PGRAD_MILIT_CNT,WPI_PGRAD_MILIT_PCT,WPI_PGRAD_OTHER_CNT,WPI_PGRAD_OTHER_PCT,WPI_PGRAD_UNKNOWN_CNT,WPI_PGRAD_UNKNOWN_PCT,WPI_PGRAD_TOTAL_CNT
1995,"BOSTON LATIN",00350560,6,,63.9,,25.2,,0.6,,0.6,,1.2,,1.8,,0.6,,4.5,,1.5,330
1995,"SOUTH BOSTON HIGH",00350570,6,,11.9,,14.9,,4.5,,18.7,,2.2,,8.2,,3,,22.4,,14.2,134
1995,"WEST ROXBURY SCH",00350573,6,,12.7,,12.7,,8.6,,13.6,,4.1,,5,,1.4,,16.7,,25.3,221
1995,"O'BRYANT SCH MATH/SCIENCE",00350575,6,,37.2,,15.1,,8.1,,5.8,,4.7,,5.8,,2.3,,5.8,,15.1,172
1995,"BOSTON HIGH SCHOOL",00350650,6,,12.9,,12.1,,8.6,,18.6,,11.4,,15.7,,1.4,,5.7,,13.6,140
1995,"SNOWDEN INT'L HIGH",00350690,6,,39,,9,,10,,4,,16,,7,,1,,12,,2,100
1995,"RAFAEL HERNANDEZ",00350691,6,,,,,,,,,,,,,,,,,,,
1995,"HORACE MANN",00350750,6,,0,,0,,0,,20,,0,,40,,0,,20,,20,10
1995,BOURNE,00360000,5,,25,,35.3,,2.9,,20.6,,2.2,,8.1,,2.2,,2.9,,0.7,136
1995,"JAMES F PEEBLES ELEM",00360010,6,,,,,,,,,,,,,,,,,,,
1995,"ELLA F HOXIE SCHOOL",00360015,6,,,,,,,,,,,,,,,,,,,
1995,"OTIS MEMORIAL",00360020,6,,,,,,,,,,,,,,,,,,,
1995,"COL JAMES P LYLE MIDDLE",00360310,6,,,,,,,,,,,,,,,,,,,
1995,"EDWARD C STONE MIDDLE",00360315,6,,,,,,,,,,,,,,,,,,,
1995,"BOURNE HIGH",00360505,6,,25,,35.3,,2.9,,20.6,,2.2,,8.1,,2.2,,2.9,,0.7,136
1995,BOXBOROUGH,00370000,5,,,,,,,,,,,,,,,,,,,
1995,"BLANCHARD MEMORIAL",00370005,6,,,,,,,,,,,,,,,,,,,
1995,BOXFORD,00380000,5,,,,,,,,,,,,,,,,,,,
1995,"HARRY LEE COLE",00380005,6,,,,,,,,,,,,,,,,,,,
1995,"SPOFFORD POND",00380013,6,,,,,,,,,,,,,,,,,,,
1995,BOYLSTON,00390000,5,,,,,,,,,,,,,,,,,,,
1995,"BOYLSTON ELEMENTARY",00390005,6,,,,,,,,,,,,,,,,,,,
1995,BRAINTREE,00400000,5,,41.1,,23.6,,8.7,,8.7,,1.8,,12.7,,2.9,,0.4,,0,275
1995,HOLLIS,00400005,6,,,,,,,,,,,,,,,,,,,
1995,"ALBERTO ELDRIDGE",00400010,6,,,,,,,,,,,,,,,,,,,
1995,HIGHLANDS,00400015,6,,,,,,,,,,,,,,,,,,,
1995,"MARY E FLAHERTY SCHOOL",00400020,6,,,,,,,,,,,,,,,,,,,
1995,LIBERTY,00400025,6,,,,,,,,,,,,,,,,,,,
1995,MONATIQUOT,00400030,6,,,,,,,,,,,,,,,,,,,
1995,"ARCHIE T MORRISON",00400033,6,,,,,,,,,,,,,,,,,,,
1995,"DONALD ROSS",00400050,6,,,,,,,,,,,,,,,,,,,
1995,"EAST MIDDLE SCHOOL",00400305,6,,,,,,,,,,,,,,,,,,,
1995,"SOUTH MIDDLE SCHOOL",00400310,6,,,,,,,,,,,,,,,,,,,
1995,"BRAINTREE HIGH",00400505,6,,41.1,,23.6,,8.7,,8.7,,1.8,,12.7,,2.9,,0.4,,0,275
1995,BREWSTER,00410000,5,,,,,,,,,,,,,,,,,,,
1995,"STONY BROOK ELEMENTARY",00410005,6,,,,,,,,,,,,,,,,,,,
1995,BRIMFIELD,00430000,5,,,,,,,,,,,,,,,,,,,
1995,"BRIMFIELD ELEMENTARY",00430005,6,,,,,,,,,,,,,,,,,,,
1995,BROCKTON,00440000,5,,20.6,,26.6,,4.8,,18.7,,5.2,,16,,6.6,,1.5,,0,519
1995,"DR W ARNONE COMM SCH",00440001,6,,,,,,,,,,,,,,,,,,,
1995,ASHFIELD,00440004,6,,,,,,,,,,,,,,,,,,,
1995,BROOKFIELD,00440010,6,,,,,,,,,,,,,,,,,,,
1995,GODDARD,00440015,6,,,,,,,,,,,,,,,,,,,
1995,"JOHN F KENNEDY",00440017,6,,,,,,,,,,,,,,,,,,,
1995,"EDGAR B DAVIS",00440023,6,,,,,,,,,,,,,,,,,,,
1995,FRANKLIN,00440030,6,,,,,,,,,,,,,,,,,,,
1995,GILMORE,00440035,6,,,,,,,,,,,,,,,,,,,
1995,HANCOCK,00440045,6,,,,,,,,,,,,,,,,,,,
1995,"HOWARD CENTER",00440050,6,,,,,,,,,,,,,,,,,,,
1995,HUNTINGTON,00440055,6,,,,,,,,,,,,,,,,,,,
1995,"OSCAR F RAYMOND",00440078,6,,,,,,,,,,,,,,,,,,,
1995,"GEORGE S PAINE",00440090,,,,,,,,,,,,,,,,,,,,
1995,WHITMAN,00440100,6,,,,,,,,,,,,,,,,,,,
1995,WINTHROP,00440105,,,,,,,,,,,,,,,,,,,,
1995,DOWNEY,00440110,6,,,,,,,,,,,,,,,,,,,
1995,"THE ITHAKA SCHOOL",00440400,6,,0,,0,,0,,50,,0,,50,,0,,0,,0,6
1995,"EAST JUNIOR HIGH",00440405,6,,,,,,,,,,,,,,,,,,,
1995,"NORTH JUNIOR HIGH",00440410,6,,,,,,,,,,,,,,,,,,,
1995,"SOUTH JUNIOR HIGH",00440415,6,,,,,,,,,,,,,,,,,,,
1995,"WEST JUNIOR HIGH",00440420,6,,,,,,,,,,,,,,,,,,,
1995,"BROCKTON HIGH",00440505,6,,20.9,,26.9,,4.9,,18.3,,5.3,,15.6,,6.6,,1.6,,0,513
1995,BROOKFIELD,00450000,5,,,,,,,,,,,,,,,,,,,
1995,"BROOKFIELD ELEMENTARY",00450005,6,,,,,,,,,,,,,,,,,,,
1995,BROOKLINE,00460000,5,,54.6,,19.7,,3.8,,2.4,,3.1,,8.7,,0.7,,7,,0,416
1995,"EDITH C BAKER",00460005,6,,,,,,,,,,,,,,,,,,,
1995,"EDWARD DEVOTION",00460015,6,,,,,,,,,,,,,,,,,,,
1995,"MICHAEL DRISCOLL",00460020,6,,,,,,,,,,,,,,,,,,,
1995,HEATH,00460025,6,,,,,,,,,,,,,,,,,,,
1995,LAWRENCE,00460030,6,,,,,,,,,,,,,,,,,,,
1995,"WILLIAM H LINCOLN",00460035,6,,,,,,,,,,,,,,,,,,,
1995,PIERCE,00460040,6,,,,,,,,,,,,,,,,,,,
1995,"JOHN D RUNKLE",00460045,6,,,,,,,,,,,,,,,,,,,
1995,"BROOKLINE HIGH",00460505,6,,54.6,,19.7,,3.8,,2.4,,3.1,,8.7,,0.7,,7,,0,416
1995,BURLINGTON,00480000,5,,40.9,,35.6,,1.3,,9.3,,2.2,,8.4,,2.2,,0,,0,225
1995,"FOX HILL",00480007,6,,,,,,,,,,,,,,,,,,,
1995,MEMORIAL,00480015,6,,,,,,,,,,,,,,,,,,,
1995,"PINE GLEN ELEMENTARY",00480020,6,,,,,,,,,,,,,,,,,,,
1995,WILDWOOD,00480030,,,,,,,,,,,,,,,,,,,,
1995,"MARSHALL SIMONDS MIDDLE",00480303,6,,,,,,,,,,,,,,,,,,,
1995,"BURLINGTON HIGH",00480505,6,,40.9,,35.6,,1.3,,9.3,,2.2,,8.4,,2.2,,0,,0,225
1995,CAMBRIDGE,00490000,5,,40.1,,17.2,,5.4,,9.1,,0,,16.1,,0.9,,11.1,,0,441
1995,AGASSIZ,00490005,6,,,,,,,,,,,,,,,,,,,
1995,"NEW SCHOOL/CAMBRIDGEPORT",00490007,6,,,,,,,,,,,,,,,,,,,
1995,"M E FITZGERALD",00490010,6,,,,,,,,,,,,,,,,,,,
1995,FLETCHER,00490015,6,,,,,,,,,,,,,,,,,,,
1995,HAGGERTY,00490020,6,,,,,,,,,,,,,,,,,,,
1995,"CHARLES G HARRINGTON",00490025,6,,,,,,,,,,,,,,,,,,,
1995,KING,00490030,6,,,,,,,,,,,,,,,,,,,
1995,"KING OPEN",00490035,6,,,,,,,,,,,,,,,,,,,
1995,LONGFELLOW,00490040,6,,,,,,,,,,,,,,,,,,,
1995,MORSE,00490045,6,,,,,,,,,,,,,,,,,,,
1995,PEABODY,00490050,6,,,,,,,,,,,,,,,,,,,
1995,"ROBERT F KENNEDY",00490055,6,,,,,,,,,,,,,,,,,,,
1995,MAYNARD,00490060,6,,,,,,,,,,,,,,,,,,,
1995,"JOHN M TOBIN",00490065,6,,,,,,,,,,,,,,,,,,,
1995,"GRAHAM/PARKS NEW ALTERN",00490080,6,,,,,,,,,,,,,,,,,,,
1995,"CAMB RINDGE & LATIN",00490506,6,,40.1,,17.2,,5.4,,9.1,,0,,16.1,,0.9,,11.1,,0,441
1995,CANTON,00500000,5,,45.5,,30.3,,0,,11.5,,0.6,,6.7,,0,,0,,5.5,165
1995,"LT PETER M HANSEN",00500012,6,,,,,,,,,,,,,,,,,,,
1995,"JOHN F KENNEDY",00500017,6,,,,,,,,,,,,,,,,,,,
1995,"DEAN S LUCE",00500020,6,,,,,,,,,,,,,,,,,,,
1995,"WM H GALVIN MIDDLE",00500305,6,,,,,,,,,,,,,,,,,,,
1995,"CANTON HIGH",00500505,6,,45.5,,30.3,,0,,11.5,,0.6,,6.7,,0,,0,,5.5,165
1995,CARLISLE,00510000,5,,,,,,,,,,,,,,,,,,,
1995,"CARLISLE SCHOOL",00510025,6,,,,,,,,,,,,,,,,,,,
1995,CARVER,00520000,5,,35.2,,27.8,,11.1,,8.3,,0,,13,,4.6,,0,,0,108
1995,"GOV JOHN CARVER PRIMARY",00520005,6,,,,,,,,,,,,,,,,,,,
1995,"GOV JOHN CARVER ELEM",00520010,6,,,,,,,,,,,,,,,,,,,
1995,"CARVER HIGH SCHOOL",00520505,6,,35.2,,27.8,,11.1,,8.3,,0,,13,,4.6,,0,,0,108
1995,CHATHAM,00550000,5,,39.4,,30.3,,0,,18.2,,3,,0,,0,,3,,6.1,33
1995,"CHATHAM ELEMENTARY",00550005,6,,,,,,,,,,,,,,,,,,,
1995,"CHATHAM HIGH",00550505,6,,39.4,,30.3,,0,,18.2,,3,,0,,0,,3,,6.1,33
1995,CHELMSFORD,00560000,5,,34.6,,43.9,,0.8,,11.5,,2,,5,,1.7,,0.6,,0,358
1995,"SOUTH ROW",00560015,6,,,,,,,,,,,,,,,,,,,
1995,"WESTLANDS ELEMENTARY",00560020,6,,,,,,,,,,,,,,,,,,,
1995,"CHARLES D HARRINGTON",00560025,6,,,,,,,,,,,,,,,,,,,
1995,"BYAM SCHOOL",00560030,6,,,,,,,,,,,,,,,,,,,
1995,"COL MOSES PARKER SCHL",00560305,6,,,,,,,,,,,,,,,,,,,
1995,"MCCARTHY MIDDLE SCHOOL",00560310,6,,,,,,,,,,,,,,,,,,,
1995,"CHELMSFORD HIGH",00560505,6,,34.6,,43.9,,0.8,,11.5,,2,,5,,1.7,,0.6,,0,358
1995,CHELSEA,00570000,5,,18.3,,10.6,,12,,21.1,,12,,14.1,,4.9,,4.2,,2.8,142
1995,"CHELSEA EARLY CHILDHOOD",00570003,6,,,,,,,,,,,,,,,,,,,
1995,"MARY C BURKE",00570005,,,,,,,,,,,,,,,,,,,,
1995,PRATTVILLE,00570010,,,,,,,,,,,,,,,,,,,,
1995,"SHURTLEFF NORTH",00570015,,,,,,,,,,,,,,,,,,,,
1995,"SHURTLEFF SOUTH",00570020,,,,,,,,,,,,,,,,,,,,
1995,"WILLIAMS NORTH",00570050,6,,,,,,,,,,,,,,,,,,,
1995,"WILLIAMS SOUTH",00570055,6,,,,,,,,,,,,,,,,,,,
1995,"WILLIAMS MAIN",00570060,,,,,,,,,,,,,,,,,,,,
1995,"WILLIAMS SCHOOL ANNEX",00570065,,,,,,,,,,,,,,,,,,,,
1995,"CHELSEA HIGH",00570505,6,,18.3,,10.6,,12,,21.1,,12,,14.1,,4.9,,4.2,,2.8,142
1995,CHICOPEE,00610000,5,,21.8,,12,,2,,33,,0,,21.5,,4.9,,2,,2.9,409
1995,"SZETELA ECC",00610001,6,,,,,,,,,,,,,,,,,,,
1995,BARRY,00610003,6,,,,,,,,,,,,,,,,,,,
1995,BELCHER,00610010,6,,,,,,,,,,,,,,,,,,,
1995,BOWE,00610015,6,,,,,,,,,,,,,,,,,,,
1995,BOWIE,00610020,6,,,,,,,,,,,,,,,,,,,
1995,LITWIN,00610022,6,,,,,,,,,,,,,,,,,,,
1995,CHAPIN,00610025,6,,,,,,,,,,,,,,,,,,,
1995,LAMBERT-LAVOIE,00610040,6,,,,,,,,,,,,,,,,,,,
1995,SELSER,00610050,6,,,,,,,,,,,,,,,,,,,
1995,"STREIBER MEMORIAL SCHOOL",00610065,6,,,,,,,,,,,,,,,,,,,
1995,"GEN JOHN J STEFANIK",00610090,6,,,,,,,,,,,,,,,,,,,
1995,"BELLAMY MIDDLE",00610305,6,,,,,,,,,,,,,,,,,,,
1995,"CHICOPEE HIGH",00610505,6,,28,,12.6,,1.6,,35.2,,0,,11.5,,3.3,,1.1,,6.6,182
1995,"CHICOPEE COMPREHENSIVE HS",00610510,6,,16.7,,11.5,,2.2,,31.3,,0,,29.5,,6.2,,2.6,,0,227
1995,CLARKSBURG,00630000,5,,,,,,,,,,,,,,,,,,,
1995,"CLARKSBURG ELEMENTARY",00630010,6,,,,,,,,,,,,,,,,,,,
1995,CLINTON,00640000,5,,28,,25.8,,8.6,,9.7,,2.2,,17.2,,1.1,,7.5,,0,93
1995,PARKHURST,00640035,6,,,,,,,,,,,,,,,,,,,
1995,"CLINTON ELEM",00640050,6,,,,,,,,,,,,,,,,,,,
1995,"CLINTON MIDDLE SCHOOL",00640305,6,,,,,,,,,,,,,,,,,,,
1995,"CLINTON SENIOR HIGH",00640505,6,,28,,25.8,,8.6,,9.7,,2.2,,17.2,,1.1,,7.5,,0,93
1995,COHASSET,00650000,5,,72.3,,23.1,,0,,0,,3.1,,1.5,,0,,0,,0,65
1995,"DEER HILL",00650005,6,,,,,,,,,,,,,,,,,,,
1995,"JOSEPH OSGOOD",00650010,6,,,,,,,,,,,,,,,,,,,
1995,"COHASSET JR SR HIGH",00650505,6,,72.3,,23.1,,0,,0,,3.1,,1.5,,0,,0,,0,65
1995,CONCORD,00670000,5,,,,,,,,,,,,,,,,,,,
1995,ALCOTT,00670005,6,,,,,,,,,,,,,,,,,,,
1995,THOREAU,00670020,6,,,,,,,,,,,,,,,,,,,
1995,WILLARD,00670030,6,,,,,,,,,,,,,,,,,,,
1995,"CONCORD MIDDLE",00670305,6,,,,,,,,,,,,,,,,,,,
1995,CONWAY,00680000,5,,,,,,,,,,,,,,,,,,,
1995,"CONWAY GRAMMAR",00680005,6,,,,,,,,,,,,,,,,,,,
1995,DANVERS,00710000,5,,34.5,,36.3,,1.2,,14.3,,1.8,,6.5,,0.6,,0,,4.8,168
1995,HIGHLANDS,00710010,6,,,,,,,,,,,,,,,,,,,
1995,"GREAT OAK",00710015,6,,,,,,,,,,,,,,,,,,,
1995,RIVERSIDE,00710030,6,,,,,,,,,,,,,,,,,,,
1995,"IVAN G SMITH",00710032,6,,,,,,,,,,,,,,,,,,,
1995,"WILLIS E THORPE",00710045,6,,,,,,,,,,,,,,,,,,,
1995,"DUNN MIDDLE",00710305,6,,,,,,,,,,,,,,,,,,,
1995,"DANVERS HIGH",00710505,6,,35,,37.4,,1.2,,13.5,,1.8,,5.5,,0.6,,0,,4.9,163
1995,"DANVERS ALT HIGH SCHOOL",00710510,,,,,,,,,,,,,,,,,,,,5
1995,DARTMOUTH,00720000,5,,12.6,,38.9,,2,,15.4,,0.8,,22.7,,0.4,,4.5,,2.8,247
1995,"ANDREW B CUSHMAN",00720010,6,,,,,,,,,,,,,,,,,,,
1995,"JOSEPH DEMELLO",00720015,6,,,,,,,,,,,,,,,,,,,
1995,"JOB S GIDLEY",00720020,6,,,,,,,,,,,,,,,,,,,
1995,"GEORGE H POTTER",00720030,6,,,,,,,,,,,,,,,,,,,
1995,"DARTMOUTH MIDDLE",00720050,6,,,,,,,,,,,,,,,,,,,
1995,"DARTMOUTH HIGH",00720505,6,,12.6,,38.9,,2,,15.4,,0.8,,22.7,,0.4,,4.5,,2.8,247
1995,DEDHAM,00730000,5,,39,,19.5,,5,,17.6,,3.1,,12.6,,3.1,,0,,0,159
1995,"EARLY CHILDHOOD CENTER",00730005,6,,,,,,,,,,,,,,,,,,,
1995,AVERY,00730010,6,,,,,,,,,,,,,,,,,,,
1995,GREENLODGE,00730025,6,,,,,,,,,,,,,,,,,,,
1995,OAKDALE,00730030,6,,,,,,,,,,,,,,,,,,,
1995,RIVERDALE,00730045,6,,,,,,,,,,,,,,,,,,,
1995,"DEDHAM MIDDLE SCHOOL",00730305,6,,,,,,,,,,,,,,,,,,,
1995,"DEDHAM HIGH",00730505,6,,39,,19.5,,5,,17.6,,3.1,,12.6,,3.1,,0,,0,159
1995,DEERFIELD,00740000,5,,,,,,,,,,,,,,,,,,,
1995,"DEERFIELD ELEM",00740015,6,,,,,,,,,,,,,,,,,,,
1995,DOUGLAS,00770000,5,,31,,19,,4.8,,11.9,,4.8,,23.8,,4.8,,0,,0,42
1995,"EAST DOUGLAS ELEMENTARY",00770010,6,,,,,,,,,,,,,,,,,,,
1995,"DOUGLAS MEMORIAL HIGH",00770505,6,,31,,19,,4.8,,11.9,,4.8,,23.8,,4.8,,0,,0,42
1995,DOVER,00780000,5,,,,,,,,,,,,,,,,,,,
1995,CARYL,00780003,6,,,,,,,,,,,,,,,,,,,
1995,CHICKERING,00780005,6,,,,,,,,,,,,,,,,,,,
1995,DRACUT,00790000,5,,21.1,,30.3,,2.3,,12.8,,0.9,,28,,2.3,,2.3,,0,218
1995,"JOSEPH A CAMPBELL ELEM",00790020,6,,,,,,,,,,,,,,,,,,,
1995,"PARKER AVENUE",00790025,6,,,,,,,,,,,,,,,,,,,
1995,"GREENMONT AVENUE",00790030,6,,,,,,,,,,,,,,,,,,,
1995,"DRACUT MIDDLE",00790035,6,,,,,,,,,,,,,,,,,,,
1995,"GEORGE H ENGLESBY JR HIGH",00790405,6,,,,,,,,,,,,,,,,,,,
1995,"DRACUT SENIOR HIGH",00790505,6,,21.1,,30.3,,2.3,,12.8,,0.9,,28,,2.3,,2.3,,0,218
1995,DUXBURY,00820000,5,,50.3,,33,,0.6,,3.4,,0.6,,5,,1.1,,6.1,,0,179
1995,"CHANDLER ELEMENTARY",00820006,6,,,,,,,,,,,,,,,,,,,
1995,"DUXBURY ELEMENTARY",00820009,,,,,,,,,,,,,,,,,,,,
1995,"DUXBURY JR/SR HIGH",00820505,6,,50.3,,33,,0.6,,3.4,,0.6,,5,,1.1,,6.1,,0,179
1995,"EAST BRIDGEWATER",00830000,5,,27.4,,21,,3.2,,21,,4,,18.5,,3.2,,1.6,,0,124
1995,CENTRAL,00830005,6,,,,,,,,,,,,,,,,,,,
1995,"EAST BRIDGEWATER MIDDLE",00830405,,,,,,,,,,,,,,,,,,,,
1995,"EAST BRIDGEWATER HIGH",00830505,6,,27.4,,21,,3.2,,21,,4,,18.5,,3.2,,1.6,,0,124
1995,EASTHAM,00850000,5,,,,,,,,,,,,,,,,,,,
1995,"EASTHAM ELEMENTARY",00850005,6,,,,,,,,,,,,,,,,,,,
1995,EASTHAMPTON,00860000,5,,13.8,,17.4,,3.7,,30.3,,3.7,,17.4,,5.5,,1.8,,6.4,109
1995,"CENTER SCHOOL",00860005,6,,,,,,,,,,,,,,,,,,,
1995,MAPLE,00860010,6,,,,,,,,,,,,,,,,,,,
1995,PARSONS,00860015,6,,,,,,,,,,,,,,,,,,,
1995,"NEIL A PEPIN",00860020,6,,,,,,,,,,,,,,,,,,,
1995,"WHITE BROOK MIDDLE SCHOOL",00860305,6,,,,,,,,,,,,,,,,,,,
1995,"EASTHAMPTON HIGH",00860505,6,,13.8,,17.4,,3.7,,30.3,,3.7,,17.4,,5.5,,1.8,,6.4,109
1995,"EAST LONGMEADOW",00870000,5,,26.3,,25,,2.5,,21.9,,2.5,,12.5,,3.8,,5.6,,0,160
1995,MAPLESHADE,00870010,6,,,,,,,,,,,,,,,,,,,
1995,"MEADOW BROOK",00870013,6,,,,,,,,,,,,,,,,,,,
1995,"MOUNTAIN VIEW",00870015,6,,,,,,,,,,,,,,,,,,,
1995,"BIRCHLAND PARK",00870305,6,,,,,,,,,,,,,,,,,,,
1995,"EAST LONGMEADOW HIGH",00870505,6,,26.3,,25,,2.5,,21.9,,2.5,,12.5,,3.8,,5.6,,0,160
1995,EASTON,00880000,5,,41.8,,25.9,,5,,13.4,,2,,9.5,,2,,0.5,,0,201
1995,"CENTER INTERMEDIATE",00880005,,,,,,,,,,,,,,,,,,,,
1995,"NORTH EASTON GRAMMAR",00880010,,,,,,,,,,,,,,,,,,,,
1995,"PARKVIEW ELEMENTARY",00880015,6,,,,,,,,,,,,,,,,,,,
1995,"MOREAU HALL",00880020,6,,,,,,,,,,,,,,,,,,,
1995,"LINCOLN ST INTERMEDIATE",00880305,,,,,,,,,,,,,,,,,,,,
1995,"EASTON JUNIOR HIGH",00880405,6,,,,,,,,,,,,,,,,,,,
1995,"OLIVER AMES HIGH",00880505,6,,41.8,,25.9,,5,,13.4,,2,,9.5,,2,,0.5,,0,201
1995,EDGARTOWN,00890000,5,,,,,,,,,,,,,,,,,,,
1995,"EDGARTOWN ELEMENTARY",00890005,6,,,,,,,,,,,,,,,,,,,
1995,ERVING,00910000,5,,,,,,,,,,,,,,,,,,,
1995,"ERVING ELEMENTARY",00910030,6,,,,,,,,,,,,,,,,,,,
1995,ESSEX,00920000,5,,,,,,,,,,,,,,,,,,,
1995,"ESSEX ELEMENTARY",00920005,6,,,,,,,,,,,,,,,,,,,
1995,EVERETT,00930000,5,,24.5,,19.2,,10.2,,13.9,,1.6,,18.4,,3.3,,0,,9,245
1995,"ADAMS ECC",00930003,6,,,,,,,,,,,,,,,,,,,
1995,CENTRE,00930010,6,,,,,,,,,,,,,,,,,,,
1995,DEVENS,00930011,6,,,,,,,,,,,,,,,,,,,
1995,"EDWARD EVERETT HALE",00930020,6,,,,,,,,,,,,,,,,,,,
1995,"GEORGE G HAMILTON",00930025,6,,,,,,,,,,,,,,,,,,,
1995,LAFAYETTE,00930035,6,,,,,,,,,,,,,,,,,,,
1995,"ALBERT W LEWIS",00930040,6,,,,,,,,,,,,,,,,,,,
1995,WEBSTER,00930060,6,,,,,,,,,,,,,,,,,,,
1995,"ALBERT PARLIN JR HIGH",00930405,6,,,,,,,,,,,,,,,,,,,
1995,"EVERETT HIGH",00930505,6,,24.5,,19.2,,10.2,,13.9,,1.6,,18.4,,3.3,,0,,9,245
1995,FAIRHAVEN,00940000,5,,20.7,,36.2,,3.4,,11.2,,1.7,,19,,6,,1.7,,0,116
1995,"EAST FAIRHAVEN",00940010,6,,,,,,,,,,,,,,,,,,,
1995,OXFORD,00940015,6,,,,,,,,,,,,,,,,,,,
1995,ROGERS,00940020,6,,,,,,,,,,,,,,,,,,,
1995,"LEROY WOOD",00940030,6,,,,,,,,,,,,,,,,,,,
1995,"HASTINGS MIDDLE",00940305,6,,,,,,,,,,,,,,,,,,,
1995,"FAIRHAVEN HIGH",00940505,6,,20.7,,36.2,,3.4,,11.2,,1.7,,19,,6,,1.7,,0,116
1995,"FALL RIVER",00950000,5,,12.2,,22.7,,0,,20.2,,8.5,,31.6,,3.1,,1.7,,0,516
1995,"HECTOR L BELISLE",00950010,6,,,,,,,,,,,,,,,,,,,
1995,"N B BORDEN",00950012,6,,,,,,,,,,,,,,,,,,,
1995,"BRAYTON AVENUE",00950015,6,,,,,,,,,,,,,,,,,,,
1995,"CHARLES V CARROLL",00950020,6,,,,,,,,,,,,,,,,,,,
1995,MCCARRICK,00950021,6,,,,,,,,,,,,,,,,,,,
1995,"WILLIAM CONNELL",00950025,6,,,,,,,,,,,,,,,,,,,
1995,COUGHLIN,00950030,6,,,,,,,,,,,,,,,,,,,
1995,DAVOL,00950040,6,,,,,,,,,,,,,,,,,,,
1995,"JOHN J DORAN",00950045,6,,,,,,,,,,,,,,,,,,,
1995,"JOHN J DORAN ANNEX",00950046,6,,,,,,,,,,,,,,,,,,,
1995,"HUGO A DUBUQUE",00950050,6,,,,,,,,,,,,,,,,,,,
1995,"BOYS CLUB ALT",00950055,6,,,,,,,,,,,,,,,,,,,
1995,"FOWLER ELEM",00950060,6,,,,,,,,,,,,,,,,,,,
1995,"WILLIAM S GREENE",00950065,6,,,,,,,,,,,,,,,,,,,
1995,"FRANK M SILVIA",00950067,6,,,,,,,,,,,,,,,,,,,
1995,"HARRIET T HEALY",00950070,6,,,,,,,,,,,,,,,,,,,
1995,HIGHLAND,00950075,6,,,,,,,,,,,,,,,,,,,
1995,"LAUREL LAKE",00950080,6,,,,,,,,,,,,,,,,,,,
1995,"A S LETOURNEAU",00950085,6,,,,,,,,,,,,,,,,,,,
1995,"LEONTINE LINCOLN",00950090,6,,,,,,,,,,,,,,,,,,,
1995,"OSBORN STREET",00950100,6,,,,,,,,,,,,,,,,,,,
1995,"THE LEARNING CENTER",00950110,6,,,,,,,,,,,,,,,,,,,
1995,SLADE,00950120,6,,,,,,,,,,,,,,,,,,,
1995,"RALPH M SMALL",00950125,6,,,,,,,,,,,,,,,,,,,
1995,"SPENCER BORDEN",00950130,6,,,,,,,,,,,,,,,,,,,
1995,STONE,00950135,6,,,,,,,,,,,,,,,,,,,
1995,"JAMES TANSEY",00950140,6,,,,,,,,,,,,,,,,,,,
1995,"SAMUEL WATSON",00950145,6,,,,,,,,,,,,,,,,,,,
1995,WESTALL,00950150,6,,,,,,,,,,,,,,,,,,,
1995,"WILLIAM J WILEY",00950155,6,,,,,,,,,,,,,,,,,,,
1995,"SUSAN H WIXON",00950160,6,,,,,,,,,,,,,,,,,,,
1995,"EDMOND P TALBOT MIDDLE",00950305,6,,,,,,,,,,,,,,,,,,,
1995,"HENRY LORD MIDDLE",00950310,6,,,,,,,,,,,,,,,,,,,
1995,"MORTON MIDDLE",00950315,6,,,,,,,,,,,,,,,,,,,
1995,"MATTHEW J KUSS MIDDLE",00950320,6,,,,,,,,,,,,,,,,,,,
1995,"B M C DURFEE HIGH",00950505,6,,12.2,,22.7,,0,,20.2,,8.5,,31.6,,3.1,,1.7,,0,516
1995,FALMOUTH,00960000,5,,48.6,,14.6,,4.9,,13.5,,2.8,,9,,4.5,,2.1,,0,288
1995,"EAST FALMOUTH ELEM",00960005,6,,,,,,,,,,,,,,,,,,,
1995,TEATICKET,00960015,6,,,,,,,,,,,,,,,,,,,
1995,MULLEN-HALL,00960020,6,,,,,,,,,,,,,,,,,,,
1995,"NORTH FALMOUTH ELEM",00960030,6,,,,,,,,,,,,,,,,,,,
1995,"MORSE POND SCHOOL",00960305,6,,,,,,,,,,,,,,,,,,,
1995,LAWRENCE,00960405,6,,,,,,,,,,,,,,,,,,,
1995,"FALMOUTH HIGH",00960505,6,,48.6,,14.6,,4.9,,13.5,,2.8,,9,,4.5,,2.1,,0,288
