FY	org_code	district_short_name	total	avg	fte
2000	07550000	RALPH C MAHAR                	2504762	46731	54
2000	07600000	SILVER LAKE                  	10718230	48942	219
2000	07650000	SOUTHERN BERKSHIRE           	3699153	46795	79
2000	07660000	SOUTHWICK TOLLAND	5889200	42368	139
2000	07670000	SPENCER EAST BROOKFIELD      	7042176	47231	149
2000	07700000	TANTASQUA                    	6416258	49167	131
2000	07730000	TRITON                       	10373079	45003	231
2000	07740000	UPISLAND	2089264	45261	46
2000	07750000	WACHUSETT                    	20878063	48139	434
2000	07780000	QUABOAG	4675384	41485	113
2000	07800000	WHITMAN HANSON               	13289832	45795	290
2000	08010000	ASSABET VALLEY               	4872203	48967	100
2000	08050000	BLACKSTONE VALLEY            	3458979	40221	86
2000	08060000	BLUE HILLS                   	4587282	56633	81
2000	08100000	BRISTOL PLYMOUTH             	3478264	47647	73
2000	08150000	CAPE COD                     	3074686	44561	69
2000	08180000	FRANKLIN COUNTY              	2438489	43467	56
2000	08210000	GREATER FALL RIVER           	5037300	46859	108
2000	08230000	GREATER LAWRENCE             	6710359	49854	135
2000	08250000	GREATER NEW BEDFORD          	8975468	47997	187
2000	08280000	GREATER LOWELL               	8360505	50979	164
2000	08290000	SOUTH MIDDLESEX              	4619735	54671	85
2000	08300000	MINUTEMAN                    	5879414	55603	106
2000	08320000	MONTACHUSETT                 	4891460	52371	93
2000	08510000	NORTHERN BERKSHIRE           	2001758	42591	47
2000	08520000	NASHOBA VALLEY               	2501986	42989	58
2000	08530000	NORTHEAST METROPOLITAN       	5967752	54007	111
2000	08540000	NORTH SHORE                  	2354126	44159	53
2000	08550000	OLD COLONY                   	2274695	45494	50
2000	08600000	PATHFINDER                   	3585792	47181	76
2000	08710000	SHAWSHEEN VALLEY             	6620329	55633	119
2000	08720000	SOUTHEASTERN                 	4353679	45351	96
2000	08730000	SOUTH SHORE                  	2950690	49096	60
2000	08760000	SOUTHERN WORCESTER           	4514277	46780	97
2000	08780000	TRI COUNTY                   	4195625	48448	87
2000	08790000	UPPER CAPE COD               	2378255	42168	56
2000	08850000	WHITTIER                     	4796058	47722	101
2000	09100000	BRISTOL COUNTY               	1483511	47855	31
2000	09130000	ESSEX COUNTY                 	1501441	48434	31
2000	09150000	NORFOLK COUNTY               	2432801	53292	46
2000	09990000	STATE TOTALS	3269857225	46580	70198
2001	00010000	ABINGTON                     	6776898	43977	154
2001	00020000	ACTON                        	7402215	54110	137
2001	00030000	ACUSHNET                     	2896824	43496	67
2001	00050000	AGAWAM                       	13873382	42793	324
2001	00070000	AMESBURY                     	9479548	45357	209
2001	00080000	AMHERST                      	7067523	47851	148
2001	00090000	ANDOVER                      	22372663	53332	420
2001	00100000	ARLINGTON                    	14619734	47405	308
2001	00140000	ASHLAND                      	8355504	46783	179
2001	00160000	ATTLEBORO                    	20013507	42191	474
2001	00170000	AUBURN                       	8365607	48865	171
2001	00180000	AVON                         	1913099	30856	62
2001	00190000	AYER                         	3931107	34112	115
2001	00200000	BARNSTABLE                   	23764955	44420	535
2001	00230000	BEDFORD                      	9273268	49431	188
2001	00240000	BELCHERTOWN                  	6654871	41934	159
2001	00250000	BELLINGHAM                   	8150032	47801	171
2001	00260000	BELMONT                      	12513187	52921	237
2001	00270000	BERKLEY                      	2888371	45558	63
2001	00280000	BERLIN                       	843456	34010	25
2001	00300000	BEVERLY                      	17080182	47053	363
2001	00310000	BILLERICA                    	23014773	52944	435
2001	00350000	BOSTON                       	279170593	62617	4458
2001	00360000	BOURNE                       	6945769	41817	166
2001	00370000	BOXBOROUGH                   	1826163	44979	41
2001	00380000	BOXFORD                      	3122551	42833	73
2001	00390000	BOYLSTON                     	1183501	43036	28
2001	00400000	BRAINTREE                    	19444745	51170	380
2001	00410000	BREWSTER                     	2667743	49220	54
2001	00430000	BRIMFIELD                    	1206405	38421	31
2001	00440000	BROCKTON                     	53437663	57398	931
2001	00450000	BROOKFIELD                   	1211251	42057	29
2001	00460000	BROOKLINE                    	26589508	59022	451
2001	00480000	BURLINGTON                   	14277329	50701	282
2001	00490000	CAMBRIDGE                    	36794106	54197	679
2001	00500000	CANTON                       	10277572	48252	213
2001	00510000	CARLISLE                     	3513814	50778	69
2001	00520000	CARVER                       	7055704	45374	156
2001	00550000	CHATHAM                      	3244300	51661	63
2001	00560000	CHELMSFORD                   	19824807	49811	398
2001	00570000	CHELSEA                      	18025396	42340	426
2001	00610000	CHICOPEE                     	27990209	45145	620
2001	00630000	CLARKSBURG                   	727543	47552	15
2001	00640000	CLINTON                      	6629492	38221	174
2001	00650000	COHASSET                     	4939746	49397	100
2001	00670000	CONCORD                      	8524970	57253	149
2001	00680000	CONWAY                       	568533	43439	13
2001	00710000	DANVERS                      	12890461	49944	258
2001	00720000	DARTMOUTH                    	13074496	47648	274
2001	00730000	DEDHAM                       	11429352	49286	232
2001	00740000	DEERFIELD                    	1555485	39987	39
2001	00770000	DOUGLAS                      	4114069	42855	96
2001	00780000	DOVER                        	1951242	50160	39
2001	00790000	DRACUT                       	11675835	43960	266
2001	00820000	DUXBURY                      	10724511	52584	204
2001	00830000	EAST BRIDGEWATER             	7962239	50490	158
2001	00850000	EASTHAM                      	1284229	45061	29
2001	00860000	EASTHAMPTON                  	6006896	42482	141
2001	00870000	EAST LONGMEADOW              	8391960	45559	184
2001	00880000	EASTON                       	10976067	46363	237
2001	00890000	EDGARTOWN                    	1828608	54261	34
2001	00910000	ERVING                       	673399	45134	15
2001	00930000	EVERETT                      	18737687	46152	406
2001	00940000	FAIRHAVEN                    	6586913	45054	146
2001	00950000	FALL RIVER                   	42928978	47912	896
2001	00960000	FALMOUTH                     	16590468	50673	327
2001	00970000	FITCHBURG                    	19292402	41311	467
2001	00980000	FLORIDA                      	436619	35497	12
2001	00990000	FOXBOROUGH                   	9818860	51705	190
2001	01000000	FRAMINGHAM                   	31899452	48085	663
2001	01010000	FRANKLIN                     	18821851	45762	411
2001	01020000	FREETOWN                     	1260249	44690	28
2001	01030000	GARDNER                      	8522511	47008	181
2001	01050000	GEORGETOWN                   	4596872	43490	106
2001	01070000	GLOUCESTER                   	14706781	44647	329
2001	01100000	GRAFTON                      	7162911	48807	147
2001	01110000	GRANBY                       	3316901	39114	85
2001	01120000	GRANVILLE                    	820119	37794	22
2001	01140000	GREENFIELD                   	6671183	39312	170
2001	01170000	HADLEY                       	1793491	38405	47
2001	01180000	HALIFAX                      	2213768	48548	46
2001	01210000	HANCOCK                      	262469	49522	5
2001	01220000	HANOVER                      	9228402	51269	180
2001	01250000	HARVARD                      	3709420	43692	85
2001	01260000	HARWICH                      	5637425	48885	115
2001	01270000	HATFIELD                     	1608477	39814	40
2001	01280000	HAVERHILL                    	25842461	45006	574
2001	01310000	HINGHAM                      	12524437	52012	241
2001	01330000	HOLBROOK                     	4395850	48627	90
2001	01350000	HOLLAND                      	951788	43067	22
2001	01360000	HOLLISTON                    	10368083	47779	217
2001	01370000	HOLYOKE                      	32001970	39411	812
2001	01380000	HOPEDALE                     	3981271	47171	84
2001	01390000	HOPKINTON                    	9716619	49024	198
2001	01410000	HUDSON                       	10288734	49111	210
2001	01420000	HULL                         	4561134	39940	114
2001	01440000	IPSWICH                      	6455690	48503	133
2001	01450000	KINGSTON                     	3326110	44289	75
2001	01460000	LAKEVILLE                    	1919677	49097	39
2001	01480000	LANESBOROUGH                 	1143002	54429	21
2001	01490000	LAWRENCE                     	43555246	48234	903
2001	01500000	LEE                          	3320098	40489	82
2001	01510000	LEICESTER                    	5746664	45428	127
2001	01520000	LENOX                        	3269751	44547	73
2001	01530000	LEOMINSTER                   	19033950	46311	411
2001	01540000	LEVERETT                     	586124	38816	15
2001	01550000	LEXINGTON                    	25363003	52895	480
2001	01570000	LINCOLN                      	3591535	55683	65
2001	01580000	LITTLETON                    	4591983	46104	100
2001	01590000	LONGMEADOW                   	11954212	49582	241
2001	01600000	LOWELL                       	59115072	52314	1130
2001	01610000	LUDLOW                       	9029124	38919	232
2001	01620000	LUNENBURG                    	5210614	47335	110
2001	01630000	LYNN                         	50872651	48424	1051
2001	01640000	LYNNFIELD                    	6685300	48182	139
2001	01650000	MALDEN                       	22144266	48819	454
2001	01670000	MANSFIELD                    	13504242	44320	305
2001	01680000	MARBLEHEAD                   	11542641	53315	217
2001	01690000	MARION                       	1824523	47390	39
2001	01700000	MARLBOROUGH                  	16273189	48708	334
2001	01710000	MARSHFIELD                   	15362612	46624	330
2001	01720000	MASHPEE                      	7100795	41596	171
2001	01730000	MATTAPOISETT                 	1963372	49207	40
2001	01740000	MAYNARD                      	5006796	46231	108
2001	01750000	MEDFIELD                     	8869259	44324	200
2001	01760000	MEDFORD                      	21216167	43985	482
2001	01770000	MEDWAY                       	8733796	50165	174
2001	01780000	MELROSE                      	12064110	46960	257
2001	01810000	METHUEN                      	20031846	51802	387
2001	01820000	MIDDLEBOROUGH                	10330040	48589	213
2001	01840000	MIDDLETON                    	2140958	43613	49
2001	01850000	MILFORD                      	15062892	45766	329
2001	01860000	MILLBURY                     	6675478	53233	125
2001	01870000	MILLIS                       	3665191	45530	81
2001	01890000	MILTON                       	12760678	48742	262
2001	01910000	MONSON                       	4170810	46137	90
2001	01960000	NAHANT                       	892857	48003	19
2001	01970000	NANTUCKET                    	5835279	50522	116
2001	01980000	NATICK                       	16033301	48439	331
2001	01990000	NEEDHAM                      	17030094	53689	317
2001	02010000	NEW BEDFORD                  	47236059	48447	975
2001	02040000	NEWBURYPORT                  	8852539	45797	193
2001	02070000	NEWTON                       	51540692	54385	948
2001	02080000	NORFOLK                      	3970538	50324	79
2001	02090000	NORTH ADAMS                  	7809337	45937	170
2001	02100000	NORTHAMPTON                  	9324471	40987	228
2001	02110000	NORTH ANDOVER                	12573430	45539	276
2001	02120000	NORTH ATTLEBOROUGH           	14804300	48254	307
2001	02130000	NORTHBOROUGH                 	6794527	47349	144
